source_path,current_path,bytes,source_sha256,disposition
reports/task3_data_intervention_20260905/check_evidence.py,reports/task3/data_intervention_20260905/check_evidence.py,4758,06cb45221c1c1707ac1dbf40c9a03184b1a89647345c08d826537a40abf5dda1,tracked evidence or code
reports/task3_data_intervention_20260905/class_article_diversity.csv,reports/task3/data_intervention_20260905/class_article_diversity.csv,13790,07c8a186414f8ed12acaff0b43afc0ee4c892aa77043121f6423f7b3ad5e9a06,tracked evidence or code
reports/task3_data_intervention_20260905/class_independent_support.csv,reports/task3/data_intervention_20260905/class_independent_support.csv,2257,9c28cf4ed2d1bdcd5d8329119f13d0c73e71878c41b1b00411a4082a7312637a,tracked evidence or code
reports/task3_data_intervention_20260905/class_support.png,reports/task3/data_intervention_20260905/class_support.png,72754,589e1993fc66eecfe1620d432b28ac75637ef8eb1abb6f7d2608c2dda70afafa,tracked evidence or code
reports/task3_data_intervention_20260905/development_audit_rows.csv.gz,reports/task3/data_intervention_20260905/development_audit_rows.csv.gz,6748904,68f003a5dc2eea9b5c78f9fc732cd29b8cbb49facbfb78d1b69c9525ae957bab,local asset; restore from source
reports/task3_data_intervention_20260905/diagnostic_recheck.csv,reports/task3/data_intervention_20260905/diagnostic_recheck.csv,5342,8e76887c0d95cffb4eaa5f9fcbb3d8e711ca86161db8277d583ed8b43cd4589b,tracked evidence or code
reports/task3_data_intervention_20260905/different_usage_neighbours.png,reports/task3/data_intervention_20260905/different_usage_neighbours.png,134644,21786e1ca3734aaef3ddf61cab2e2eeceeee404d17dacc35f205db13004ced59,tracked evidence or code
reports/task3_data_intervention_20260905/fit_ledger_recheck.csv,reports/task3/data_intervention_20260905/fit_ledger_recheck.csv,1545,01635c7c799c46c7e621c01a91635b43e35c68d03e16612012f1fd7511c664c4,tracked evidence or code
reports/task3_data_intervention_20260905/fold_class_support.csv,reports/task3/data_intervention_20260905/fold_class_support.csv,3048,a3f8b39ca0af92dfaba2400a20a5266f5a988208dee1b77ad4330463aa3b1e09,tracked evidence or code
reports/task3_data_intervention_20260905/fold_metric_recheck.json,reports/task3/data_intervention_20260905/fold_metric_recheck.json,8934,2b24a6292760cdf700f13e35075eea59d6d176448f87f9f075bce707240f246c,tracked evidence or code
reports/task3_data_intervention_20260905/fold_training_thresholds.csv,reports/task3/data_intervention_20260905/fold_training_thresholds.csv,1037,bfdba98521448aaaa7c970f875798a706a8b0263d35d16c8bc973fea5aa2a3b7,tracked evidence or code
reports/task3_data_intervention_20260905/fresh_audit_contract.json,reports/task3/data_intervention_20260905/fresh_audit_contract.json,1781,4b63664b89453c655d9ae896fc0013c853d9b0fea135825917c836f20192c047,tracked evidence or code
reports/task3_data_intervention_20260905/g2_frozen_gate_readback.csv,reports/task3/data_intervention_20260905/g2_frozen_gate_readback.csv,1127,a556709839b69ff3d5973c7242dc6f46a0a7b29c7ed751197505d5df5a43ef03,tracked evidence or code
reports/task3_data_intervention_20260905/g2_matched_class_recheck.csv,reports/task3/data_intervention_20260905/g2_matched_class_recheck.csv,269,0c0f753ec8f4d3168dab95637de0c2ecdd812076d45396481671e9d938405a75,tracked evidence or code
reports/task3_data_intervention_20260905/g2_matched_fold_recheck.csv,reports/task3/data_intervention_20260905/g2_matched_fold_recheck.csv,540,5c88d4535fe7fb4534538b308e7ff45b46f255f48c1fa87781aba6eae1e521b5,tracked evidence or code
reports/task3_data_intervention_20260905/hog_neighbour_reference_scope.csv,reports/task3/data_intervention_20260905/hog_neighbour_reference_scope.csv,175389,97648ff49ef7a133da1eddd0c97b8660afb5c212ac9a4f8bd047b43c7ce8fb32,tracked evidence or code
reports/task3_data_intervention_20260905/inspect_pixels.py,reports/task3/data_intervention_20260905/inspect_pixels.py,8673,0307099e417aa4ddd09e38d8ae938d7f279984aee82e9396b0f4d0f0ee72110b,tracked evidence or code
reports/task3_data_intervention_20260905/mixed_labels.json,reports/task3/data_intervention_20260905/mixed_labels.json,321,6c4f04fb01561ca067d6122b8f25bf7b48de6ff1321ba192d762b32f3e56828e,tracked evidence or code
reports/task3_data_intervention_20260905/notebook_readback.txt,reports/task3/data_intervention_20260905/notebook_readback.txt,1100871,1cc214f7237976b2e890bf4b99f73a1e425c068b2520ddd703350375a7a5050d,generated copy; source retained
reports/task3_data_intervention_20260905/old_manifest_check.csv,reports/task3/data_intervention_20260905/old_manifest_check.csv,2343,8695d5417859e1e77b845500cffe6e9a5d4c4ea644722c81c6356bfebc5fb3f9,tracked evidence or code
reports/task3_data_intervention_20260905/old_probe_readback_check.csv,reports/task3/data_intervention_20260905/old_probe_readback_check.csv,1461,723668aaceb2f4a0078b0ed3af84603c2f3e36922d25899e0fc101a4fcf30dd0,tracked evidence or code
reports/task3_data_intervention_20260905/oof_coverage_checks.json,reports/task3/data_intervention_20260905/oof_coverage_checks.json,1631,10fe6a888e72393c967dfd317a5b38f4b11821a0c73f1e2af8f3e35c865e0dd0,tracked evidence or code
reports/task3_data_intervention_20260905/pixel_damage_summary.json,reports/task3/data_intervention_20260905/pixel_damage_summary.json,1030,8be23477b47c7cbf35ed0b79e057843c3ebde8e2ed362c2d281265aaeca92f62,tracked evidence or code
reports/task3_data_intervention_20260905/pixel_inspection_scope.csv,reports/task3/data_intervention_20260905/pixel_inspection_scope.csv,34672,d1a59b8b9374f8e7186665d44af9f4981d6ca7dc366fdcf316c38d717782a6ef,tracked evidence or code
reports/task3_data_intervention_20260905/provenance_verdict.json,reports/task3/data_intervention_20260905/provenance_verdict.json,1114,cd603e853f78fa639d24bb453dc543562428baaad628ae9ff61b8863b016b5d5,tracked evidence or code
reports/task3_data_intervention_20260905/rare_training_hog_neighbours.csv,reports/task3/data_intervention_20260905/rare_training_hog_neighbours.csv,17554,c793b967a166c5c124cb9d7c6f12dc9c92b5ac32099ab7b9dc396341c64bf57e,tracked evidence or code
reports/task3_data_intervention_20260905/rare_usage_contact_sheet.png,reports/task3/data_intervention_20260905/rare_usage_contact_sheet.png,335960,1b40736121303ca2b2b7b39f4dd8f1634e80012c1fc4e7f2c5ff5ca781870666,tracked evidence or code
reports/task3_data_intervention_20260905/saved_oof_class_counts.csv,reports/task3/data_intervention_20260905/saved_oof_class_counts.csv,15068,607752a43c4cb226c850f448d47a782ef755facde633ee77a3617576843a6384,tracked evidence or code
reports/task3_data_intervention_20260905/saved_oof_error_slices.csv,reports/task3/data_intervention_20260905/saved_oof_error_slices.csv,36997,2ca801b36671fe1225d015410f4a13973653862f3bf3ba3fbef725a704c5e6ef,tracked evidence or code
reports/task3_data_intervention_20260905/saved_oof_summary.csv,reports/task3/data_intervention_20260905/saved_oof_summary.csv,2549,4cd1654a162148ff7d19264e8b046e1d6f37f714f5aabb3c3fab966b040c87c3,tracked evidence or code
reports/task3_data_intervention_20260905/sklearn_calibration_readback.txt,reports/task3/data_intervention_20260905/sklearn_calibration_readback.txt,2445,2a0bb61ca08087d8ff3af61dd52310fa59a907fa1cf93f09b85ffe2715692693,tracked evidence or code
reports/task3_data_intervention_20260905/source_snapshot.json,reports/task3/data_intervention_20260905/source_snapshot.json,11802,45e77bfdefefd052770a98fa7b9b44159e771596f260fd765a568c0462ed67c4,tracked evidence or code
reports/task3_data_intervention_20260905/spec_page-6.png,reports/task3/data_intervention_20260905/spec_page-6.png,225600,9ff217f72b902cb085f432efdce99d6d71327d0d6a35b498a5a8d6577ed88c82,tracked evidence or code
reports/task3_data_intervention_20260905/spec_page-7.png,reports/task3/data_intervention_20260905/spec_page-7.png,253236,2bebc81aaf2c093158dc3727ac2283e9abfac48dbb0361745e7d83dc6bd79cf5,tracked evidence or code
reports/task3_data_intervention_20260905/spec_text.txt,reports/task3/data_intervention_20260905/spec_text.txt,21136,15da3529e8c8b11a27093d4779705fd1d6a819948c1c92e9f719ba98a33f1a07,tracked evidence or code
reports/task3_data_intervention_20260905/usage_error_tradeoffs.png,reports/task3/data_intervention_20260905/usage_error_tradeoffs.png,42622,24b3dceb45e3a5d1db15bce0789f890621d35bc22f58b97c048805f98c4a83e9,tracked evidence or code
reports/task3_data_intervention_20260905/usage_error_transitions.csv,reports/task3/data_intervention_20260905/usage_error_transitions.csv,698,2f7f4f19136f6f7cc437f7ad07f3bf738c2b435391622782a9b9e78aa8e16e9e,tracked evidence or code
reports/task3_data_intervention_20260905/usage_exception_review_queue.csv,reports/task3/data_intervention_20260905/usage_exception_review_queue.csv,6694,af4984052c4cc35b9c1110c02ff713d9213d3739396e167e42361b3aafb099c7,tracked evidence or code
reports/task3_data_intervention_20260905/usage_fold_standardization.csv,reports/task3/data_intervention_20260905/usage_fold_standardization.csv,1603,ff336db37ae32b3163dc0123e08188f4342bf12dea5c5f58c8a81b658728c291,tracked evidence or code
reports/task3_data_intervention_20260905/verification.json,reports/task3/data_intervention_20260905/verification.json,766,c2ed5da017dec46819a3fdc8a5eeb4613df0f92e79b827094f9c2cc1dc0f1189,tracked evidence or code
reports/task3_data_intervention_20260905/visual_component_contract.json,reports/task3/data_intervention_20260905/visual_component_contract.json,535,3eaa14b007d885c449a3818efab16b604aa13f553cc9d8afb6f9920af0f5ae1f,tracked evidence or code
reports/task3_data_intervention_20260905/within_class_fold_shifts.csv,reports/task3/data_intervention_20260905/within_class_fold_shifts.csv,39147,5b87f33e4c37bada29ff23d1284664b7620ac2df3c090a885023b440c722a2d1,tracked evidence or code
reports/task3_failure_review/README.md,reports/task3/failure_review/README.md,5482,196cfd11b9f7891c6dff08e80f9b08d097133cd46ffa73fc9e7a0b10b7f87d73,tracked provenance and review
reports/task3_failure_review/app.js,reports/task3/failure_review/app.js,41783,19d0dbcc7bb0776f9a5f3b5c691985f3d68014966de080e4b7a6e535c05bfc17,local asset; restore from source
reports/task3_failure_review/assets/evidence/diagnostic_view_probes.png,reports/task3/failure_review/assets/evidence/diagnostic_view_probes.png,108819,048db6d17a372b869243bc8bcaa165de6c2d414db329223ec1926d042e509a7a,local asset; restore from source
reports/task3_failure_review/assets/evidence/e10_learning_curves.png,reports/task3/failure_review/assets/evidence/e10_learning_curves.png,223329,541f92f2c8e9afe19b20f3b14c388b9fda6bae1552b3cac68c722da2afbde5d3,local asset; restore from source
reports/task3_failure_review/assets/evidence/foreground_diagnostic_views.png,reports/task3/failure_review/assets/evidence/foreground_diagnostic_views.png,152958,6be32304a58c843e6c1dd7e4bd907e6381322dbd6e07bf2408d91ba6fe2cc133,local asset; restore from source
reports/task3_failure_review/assets/evidence/representation_neighbourhood_purity.png,reports/task3/failure_review/assets/evidence/representation_neighbourhood_purity.png,48598,738d20296730fe093a6d764bd65f8eb44b8c9db358cec6a516e79ccba35f6e59,local asset; restore from source
reports/task3_failure_review/assets/gallery/12995.jpg,reports/task3/failure_review/assets/gallery/12995.jpg,1997,58c5fa36f8703befb39065c2f62af31d14e17c2dc14dcb8e0c1b89c11c5e84f3,local asset; restore from source
reports/task3_failure_review/assets/gallery/2248.jpg,reports/task3/failure_review/assets/gallery/2248.jpg,2226,da78509d00516a1acb358ece910fd6df4c2bbb41b97f70c148ffd02f03850301,local asset; restore from source
reports/task3_failure_review/assets/gallery/2737.jpg,reports/task3/failure_review/assets/gallery/2737.jpg,5164,17ae15e33f3cb89c9905a11a7dadf0dfb329f034cfc866c29223cc5bf39e76e9,local asset; restore from source
reports/task3_failure_review/assets/gallery/31852.jpg,reports/task3/failure_review/assets/gallery/31852.jpg,25214,ebaa6b6f0bc9944bc9bc1de9ce1d2aaa172371890b75dd28a6d4e4370a4acd07,local asset; restore from source
reports/task3_failure_review/assets/gallery/39921.jpg,reports/task3/failure_review/assets/gallery/39921.jpg,21729,23c24b49de944e724573a822aad9dd79fecbbce85c0b39ce700f102bbcc1e154,local asset; restore from source
reports/task3_failure_review/assets/gallery/44998.jpg,reports/task3/failure_review/assets/gallery/44998.jpg,8531,ffc25687e415b3fba1710069f727ccf8d169d23155d40a0d0fab9fde2af58aac,local asset; restore from source
reports/task3_failure_review/assets/gallery/45675.jpg,reports/task3/failure_review/assets/gallery/45675.jpg,2770,74852f728b1b5a669a2726a55100244601b0001e786bfe38df0a4922c6b5cb23,local asset; restore from source
reports/task3_failure_review/assets/gallery/46532.jpg,reports/task3/failure_review/assets/gallery/46532.jpg,19052,2a516fbb86ad4edccc220b2512427293d3efc1958ca5929dedb4677fc7b73565,local asset; restore from source
reports/task3_failure_review/assets/gallery/46561.jpg,reports/task3/failure_review/assets/gallery/46561.jpg,21997,8eec94ec84849bceac2a852e9faecb115c4a6995fcbaac74c2790342ffd58b66,local asset; restore from source
reports/task3_failure_review/assets/gallery/50815.jpg,reports/task3/failure_review/assets/gallery/50815.jpg,11700,e453b5969d0cdbf76128b2844af947cd14960ac70af370cd8cd47ebe2c01889b,local asset; restore from source
reports/task3_failure_review/data.js,reports/task3/failure_review/data.js,46328,95bafd57c70abd969b57d736e37d475a8acc4ef6ef58293e71c95810dc314ca8,local asset; restore from source
reports/task3_failure_review/evidence/all_model_curve_means.csv,reports/task3/failure_review/evidence/all_model_curve_means.csv,52946,0ddea74711c71f319d90aef46222cc0c9ac1d0f74d6de3f582e1ca0b54d0fd50,tracked evidence or code
reports/task3_failure_review/evidence/all_model_overfit_summary.csv,reports/task3/failure_review/evidence/all_model_overfit_summary.csv,4183,2fc3473127bf478827d90924df28c8060a16de86e7bbb53f62d0e923646dd32d,tracked evidence or code
reports/task3_failure_review/evidence/gpu_screen_2/gender/aggregate_folds_0_4/confusion_matrix.csv,reports/task3/failure_review/evidence/gpu_screen_2/gender/aggregate_folds_0_4/confusion_matrix.csv,154,f733acfdb3e5674f7d122185855d24527ac63fbf58352a4f5ab8499a7ee00c72,local asset; restore from source
reports/task3_failure_review/evidence/gpu_screen_2/gender/aggregate_folds_0_4/matched_anchor_metrics.json,reports/task3/failure_review/evidence/gpu_screen_2/gender/aggregate_folds_0_4/matched_anchor_metrics.json,1779,c0febbfbd9ae9b14485af166517b607c73e322a97ae2d0c270b8806e4cec5a11,local asset; restore from source
reports/task3_failure_review/evidence/gpu_screen_2/gender/aggregate_folds_0_4/matched_anchor_per_class.csv,reports/task3/failure_review/evidence/gpu_screen_2/gender/aggregate_folds_0_4/matched_anchor_per_class.csv,396,53d0661d2ca1657c47887dabc33cafe3c6e12049627786d4dc076c79450fa99b,local asset; restore from source
reports/task3_failure_review/evidence/gpu_screen_2/gender/aggregate_folds_0_4/metrics.json,reports/task3/failure_review/evidence/gpu_screen_2/gender/aggregate_folds_0_4/metrics.json,2851,d8c138a3fe0385ea480a46050bd2df73f581137279475a8243b59a40403ede7d,local asset; restore from source
reports/task3_failure_review/evidence/gpu_screen_2/gender/aggregate_folds_0_4/per_class.csv,reports/task3/failure_review/evidence/gpu_screen_2/gender/aggregate_folds_0_4/per_class.csv,434,33fe7c074844ffd078551491d254897329c90a26862ec6555be1ba2223aeade2,local asset; restore from source
reports/task3_failure_review/evidence/gpu_screen_2/gender/aggregate_folds_0_4/screen_gate.json,reports/task3/failure_review/evidence/gpu_screen_2/gender/aggregate_folds_0_4/screen_gate.json,440,6bf8b3cf3f591d0f3ad76430e500f3ddbad31195c82821159f195011b25350f8,local asset; restore from source
reports/task3_failure_review/evidence/gpu_screen_2/gender/t3_cs2_micro_swin_gender_f0_s2753_2636e3521046_20260902T154822Z2cc20a/config.json,reports/task3/failure_review/evidence/gpu_screen_2/gender/t3_cs2_micro_swin_gender_f0_s2753_2636e3521046_20260902T154822Z2cc20a/config.json,1081,61b043c5e1849ee6b09e01c7f0d6bf20963e949c510beaff86a53adf19f8d3d9,local asset; restore from source
reports/task3_failure_review/evidence/gpu_screen_2/gender/t3_cs2_micro_swin_gender_f0_s2753_2636e3521046_20260902T154822Z2cc20a/history.csv,reports/task3/failure_review/evidence/gpu_screen_2/gender/t3_cs2_micro_swin_gender_f0_s2753_2636e3521046_20260902T154822Z2cc20a/history.csv,6140,c6ba09ded64495a0921b1500f51349ea69b32878289d2bd3e27090d4b92c3e30,local asset; restore from source
reports/task3_failure_review/evidence/gpu_screen_2/gender/t3_cs2_micro_swin_gender_f0_s2753_2636e3521046_20260902T154822Z2cc20a/metrics.json,reports/task3/failure_review/evidence/gpu_screen_2/gender/t3_cs2_micro_swin_gender_f0_s2753_2636e3521046_20260902T154822Z2cc20a/metrics.json,3026,2a7bb9e8c7ba6d8551af44b9932f8048e4b4c4f0b73cb6e338c796356468306c,local asset; restore from source
reports/task3_failure_review/evidence/gpu_screen_2/gender/t3_cs2_micro_swin_gender_f0_s2753_2636e3521046_20260902T154822Z2cc20a/normalization.json,reports/task3/failure_review/evidence/gpu_screen_2/gender/t3_cs2_micro_swin_gender_f0_s2753_2636e3521046_20260902T154822Z2cc20a/normalization.json,363,7c31773326be2bd3fa32bf1517a2ef4aec8cddcc582ad672cc5675ccd6309ee3,local asset; restore from source
reports/task3_failure_review/evidence/gpu_screen_2/gender/t3_cs2_micro_swin_gender_f0_s2753_2636e3521046_20260902T154822Z2cc20a/robustness.csv,reports/task3/failure_review/evidence/gpu_screen_2/gender/t3_cs2_micro_swin_gender_f0_s2753_2636e3521046_20260902T154822Z2cc20a/robustness.csv,785,f1b60cbec70b986806e58285376f442283a4faf84ea6481b08e14e3451157a9e,local asset; restore from source
reports/task3_failure_review/evidence/gpu_screen_2/gender/t3_cs2_micro_swin_gender_f4_s2753_bee406bd99e4_20260902T162150Z70bb81/config.json,reports/task3/failure_review/evidence/gpu_screen_2/gender/t3_cs2_micro_swin_gender_f4_s2753_bee406bd99e4_20260902T162150Z70bb81/config.json,1081,f30a3e1b0f23f7f89a47efce7ed25c7bf2ac16374da57a0718f3a3c0df8e678e,local asset; restore from source
reports/task3_failure_review/evidence/gpu_screen_2/gender/t3_cs2_micro_swin_gender_f4_s2753_bee406bd99e4_20260902T162150Z70bb81/history.csv,reports/task3/failure_review/evidence/gpu_screen_2/gender/t3_cs2_micro_swin_gender_f4_s2753_bee406bd99e4_20260902T162150Z70bb81/history.csv,6151,44912fe1586bccefbcd6a3de8968e5daabc8ee3b2bfc6a256991f07dd3e15d05,local asset; restore from source
reports/task3_failure_review/evidence/gpu_screen_2/gender/t3_cs2_micro_swin_gender_f4_s2753_bee406bd99e4_20260902T162150Z70bb81/metrics.json,reports/task3/failure_review/evidence/gpu_screen_2/gender/t3_cs2_micro_swin_gender_f4_s2753_bee406bd99e4_20260902T162150Z70bb81/metrics.json,3006,004a0cdc693ab0d32f9690ebbea46b7cbd96378de294dda143a5f156754329c8,local asset; restore from source
reports/task3_failure_review/evidence/gpu_screen_2/gender/t3_cs2_micro_swin_gender_f4_s2753_bee406bd99e4_20260902T162150Z70bb81/normalization.json,reports/task3/failure_review/evidence/gpu_screen_2/gender/t3_cs2_micro_swin_gender_f4_s2753_bee406bd99e4_20260902T162150Z70bb81/normalization.json,362,a1faab5ddc025637d9fda880bec96a4de604d22ec2e9be6aa245226f29d4da7a,local asset; restore from source
reports/task3_failure_review/evidence/gpu_screen_2/gender/t3_cs2_micro_swin_gender_f4_s2753_bee406bd99e4_20260902T162150Z70bb81/robustness.csv,reports/task3/failure_review/evidence/gpu_screen_2/gender/t3_cs2_micro_swin_gender_f4_s2753_bee406bd99e4_20260902T162150Z70bb81/robustness.csv,784,e68b4e03d5f10813144dcb5a1954105d499b7982d465631716372958fde7eba2,local asset; restore from source
reports/task3_failure_review/evidence/gpu_screen_2/manifest.json,reports/task3/failure_review/evidence/gpu_screen_2/manifest.json,10089,b00b1a07384219ddb3507658ad1e88fb5231259601002a1ea9efb99e265316b5,local asset; restore from source
reports/task3_failure_review/evidence/gpu_screen_2/usage/aggregate_folds_0_4/confusion_matrix.csv,reports/task3/failure_review/evidence/gpu_screen_2/usage/aggregate_folds_0_4/confusion_matrix.csv,321,7f85ff62c8ddfad5d41578061378969c038afdd49b6d596714668fb1d988e081,local asset; restore from source
reports/task3_failure_review/evidence/gpu_screen_2/usage/aggregate_folds_0_4/matched_anchor_metrics.json,reports/task3/failure_review/evidence/gpu_screen_2/usage/aggregate_folds_0_4/matched_anchor_metrics.json,3154,b396c476eb6e6f5e0a2605b0e8374bdfbb0a69d73a2a6ba502a9784375c10d93,local asset; restore from source
reports/task3_failure_review/evidence/gpu_screen_2/usage/aggregate_folds_0_4/matched_anchor_per_class.csv,reports/task3/failure_review/evidence/gpu_screen_2/usage/aggregate_folds_0_4/matched_anchor_per_class.csv,571,7e41aa87c551f1f9e6bf93dcd0cf09d5259b9411f93e213bd53cba4f6ae2b25b,local asset; restore from source
reports/task3_failure_review/evidence/gpu_screen_2/usage/aggregate_folds_0_4/metrics.json,reports/task3/failure_review/evidence/gpu_screen_2/usage/aggregate_folds_0_4/metrics.json,4191,a2e2f1ee2599d5e24858b3272f64bce4aa2b13684509da27c525ee5cf0e10255,local asset; restore from source
reports/task3_failure_review/evidence/gpu_screen_2/usage/aggregate_folds_0_4/per_class.csv,reports/task3/failure_review/evidence/gpu_screen_2/usage/aggregate_folds_0_4/per_class.csv,584,76d076074a150c5ca315238779b7c8bde8e0ee95a5eb9f9b558c87ab6a521a2c,local asset; restore from source
reports/task3_failure_review/evidence/gpu_screen_2/usage/aggregate_folds_0_4/screen_gate.json,reports/task3/failure_review/evidence/gpu_screen_2/usage/aggregate_folds_0_4/screen_gate.json,443,5cd5171968d86d752a95a9ba33d220b448d9be8a27402ed9f95587a2362652cb,local asset; restore from source
reports/task3_failure_review/evidence/gpu_screen_2/usage/t3_cs2_micro_swin_usage_f0_s2753_a221b6c184a8_20260902T150141Z97d6bd/config.json,reports/task3/failure_review/evidence/gpu_screen_2/usage/t3_cs2_micro_swin_usage_f0_s2753_a221b6c184a8_20260902T150141Z97d6bd/config.json,1067,6056cfb0c2acabf4bd5d57dbb1b0c4649fa5b3754e6d59ed08ee7996b4f892db,local asset; restore from source
reports/task3_failure_review/evidence/gpu_screen_2/usage/t3_cs2_micro_swin_usage_f0_s2753_a221b6c184a8_20260902T150141Z97d6bd/history.csv,reports/task3/failure_review/evidence/gpu_screen_2/usage/t3_cs2_micro_swin_usage_f0_s2753_a221b6c184a8_20260902T150141Z97d6bd/history.csv,6149,7d2aa7d4e39c924bf2f4ac3fdf720ef9f1a50e6c9c8ab765abe237e4e4c73788,local asset; restore from source
reports/task3_failure_review/evidence/gpu_screen_2/usage/t3_cs2_micro_swin_usage_f0_s2753_a221b6c184a8_20260902T150141Z97d6bd/metrics.json,reports/task3/failure_review/evidence/gpu_screen_2/usage/t3_cs2_micro_swin_usage_f0_s2753_a221b6c184a8_20260902T150141Z97d6bd/metrics.json,4572,e1f10e4304e8830162572ccafcc33a7a9a96d1bbd79c4a9a9cb1dc4f8677e54e,local asset; restore from source
reports/task3_failure_review/evidence/gpu_screen_2/usage/t3_cs2_micro_swin_usage_f0_s2753_a221b6c184a8_20260902T150141Z97d6bd/normalization.json,reports/task3/failure_review/evidence/gpu_screen_2/usage/t3_cs2_micro_swin_usage_f0_s2753_a221b6c184a8_20260902T150141Z97d6bd/normalization.json,350,5025aa019b49f066c567d6525d8f87cb02ba8a4896c990b69cd0eecb5e32f9e4,local asset; restore from source
reports/task3_failure_review/evidence/gpu_screen_2/usage/t3_cs2_micro_swin_usage_f0_s2753_a221b6c184a8_20260902T150141Z97d6bd/robustness.csv,reports/task3/failure_review/evidence/gpu_screen_2/usage/t3_cs2_micro_swin_usage_f0_s2753_a221b6c184a8_20260902T150141Z97d6bd/robustness.csv,780,f5528cf26b6b6bdc8861b99e42a3c8ac0817407f4fda0ecaa81f142fe055b2de,local asset; restore from source
reports/task3_failure_review/evidence/gpu_screen_2/usage/t3_cs2_micro_swin_usage_f4_s2753_2819a04bffe4_20260902T151806Z713ccf/config.json,reports/task3/failure_review/evidence/gpu_screen_2/usage/t3_cs2_micro_swin_usage_f4_s2753_2819a04bffe4_20260902T151806Z713ccf/config.json,1067,f0fa147cb608d518c65e73912fa9ef85738fb456a47840e6072dd7370d76120c,local asset; restore from source
reports/task3_failure_review/evidence/gpu_screen_2/usage/t3_cs2_micro_swin_usage_f4_s2753_2819a04bffe4_20260902T151806Z713ccf/history.csv,reports/task3/failure_review/evidence/gpu_screen_2/usage/t3_cs2_micro_swin_usage_f4_s2753_2819a04bffe4_20260902T151806Z713ccf/history.csv,6133,1db2cdc3ee0e20842127cedd802253b846964fafe6e479e920d9351dc050ecda,local asset; restore from source
reports/task3_failure_review/evidence/gpu_screen_2/usage/t3_cs2_micro_swin_usage_f4_s2753_2819a04bffe4_20260902T151806Z713ccf/metrics.json,reports/task3/failure_review/evidence/gpu_screen_2/usage/t3_cs2_micro_swin_usage_f4_s2753_2819a04bffe4_20260902T151806Z713ccf/metrics.json,4533,dce4dae611caf0c4b99bdf24687ae50959fc711ed7aa3a8099434f4f8a983716,local asset; restore from source
