source_path,current_path,bytes,source_sha256,disposition
results/evidence/task3/baseline/gender/aggregate/confusion_matrix.csv,results/evidence/task3/baseline/gender/aggregate/confusion_matrix.csv,160,699199601b88624c634ab3efde1b0da80123a5ca640fd0488a9b23f3a4d119ce,local reproduction asset; restore from source
results/evidence/task3/baseline/gender/t3_baseline_gender_smallcnn_f2_s2753_e46cd00adf0a_20260830T084548Z5acbf0/history.csv,results/evidence/task3/baseline/gender/t3_baseline_gender_smallcnn_f2_s2753_e46cd00adf0a_20260830T084548Z5acbf0/history.csv,3104,cd56d0f23325d761472855f8d31e08cc185112af581d2b2ab1ad37caf3ea3aeb,local reproduction asset; restore from source
results/evidence/task3/baseline/gender/t3_baseline_gender_smallcnn_f2_s2753_e46cd00adf0a_20260830T084548Z5acbf0/metrics.json,results/evidence/task3/baseline/gender/t3_baseline_gender_smallcnn_f2_s2753_e46cd00adf0a_20260830T084548Z5acbf0/metrics.json,2077,4d8372c07e59f85d0bc42d8e58fd0f7e46a2c8069bf559c4ff3667f7e5e31896,local reproduction asset; restore from source
results/evidence/task3/baseline/gender/t3_baseline_gender_smallcnn_f2_s2753_e46cd00adf0a_20260830T084548Z5acbf0/robustness.csv,results/evidence/task3/baseline/gender/t3_baseline_gender_smallcnn_f2_s2753_e46cd00adf0a_20260830T084548Z5acbf0/robustness.csv,798,14d189bd257183bf8cc1d57768757ac204842d0097f4183ff1bf9f1ac9716988,local reproduction asset; restore from source
results/evidence/task3/baseline/gender/t3_baseline_gender_smallcnn_f3_s2753_e46cd00adf0a_20260830T085427Z5d34f9/history.csv,results/evidence/task3/baseline/gender/t3_baseline_gender_smallcnn_f3_s2753_e46cd00adf0a_20260830T085427Z5d34f9/history.csv,3112,53a76a78b6b0b4a099e2b26f4660c28e44c24b4fbaa3638df83087933b1c0958,local reproduction asset; restore from source
results/evidence/task3/baseline/gender/t3_baseline_gender_smallcnn_f3_s2753_e46cd00adf0a_20260830T085427Z5d34f9/metrics.json,results/evidence/task3/baseline/gender/t3_baseline_gender_smallcnn_f3_s2753_e46cd00adf0a_20260830T085427Z5d34f9/metrics.json,2059,7384b2c8ee7526f5535dcac7ed0d1a2a994ceb7d6675cb2758ebaad5b3f5563d,local reproduction asset; restore from source
results/evidence/task3/baseline/gender/t3_baseline_gender_smallcnn_f3_s2753_e46cd00adf0a_20260830T085427Z5d34f9/robustness.csv,results/evidence/task3/baseline/gender/t3_baseline_gender_smallcnn_f3_s2753_e46cd00adf0a_20260830T085427Z5d34f9/robustness.csv,795,92fc858d6e57065a2973e3bed78fd6b9ee915aa55dcb655813b9be1cd6c4659e,local reproduction asset; restore from source
results/evidence/task3/baseline/gender/t3_baseline_gender_smallcnn_f4_s2753_e46cd00adf0a_20260830T090303Z41a843/history.csv,results/evidence/task3/baseline/gender/t3_baseline_gender_smallcnn_f4_s2753_e46cd00adf0a_20260830T090303Z41a843/history.csv,3105,07849120e62096f0d5e378891850fe00f0045cfdbbbc594cf8c3e08013554f73,local reproduction asset; restore from source
results/evidence/task3/baseline/gender/t3_baseline_gender_smallcnn_f4_s2753_e46cd00adf0a_20260830T090303Z41a843/metrics.json,results/evidence/task3/baseline/gender/t3_baseline_gender_smallcnn_f4_s2753_e46cd00adf0a_20260830T090303Z41a843/metrics.json,2074,2613e2f8f0b5783cb4f8676c8464e583eb6d42b63cda240773f062726a779176,local reproduction asset; restore from source
results/evidence/task3/baseline/gender/t3_baseline_gender_smallcnn_f4_s2753_e46cd00adf0a_20260830T090303Z41a843/robustness.csv,results/evidence/task3/baseline/gender/t3_baseline_gender_smallcnn_f4_s2753_e46cd00adf0a_20260830T090303Z41a843/robustness.csv,797,0db03b8e637dcbddcbc7881f0fcc7610e36fd722b0ec4821ec98e7d5719e8768,local reproduction asset; restore from source
results/evidence/task3/baseline/usage/t3_baseline_usage_smallcnn_f0_s2753_b0458638128b_20260830T091143Zc4f554/config.json,results/evidence/task3/baseline/usage/t3_baseline_usage_smallcnn_f0_s2753_b0458638128b_20260830T091143Zc4f554/config.json,606,0edf5b8d2f9a3e6a95a4de3f06e27b532f34b9645fa0a768652a47e02a7e5e62,local reproduction asset; restore from source
results/evidence/task3/baseline/usage/t3_baseline_usage_smallcnn_f0_s2753_b0458638128b_20260830T091143Zc4f554/final_epoch.pt,results/evidence/task3/baseline/usage/t3_baseline_usage_smallcnn_f0_s2753_b0458638128b_20260830T091143Zc4f554/final_epoch.pt,1579157,84350e03e777b8730bf1880f72b53c7d31a64b21181fcf5f4be6d43314ceb66d,local reproduction asset; restore from source
results/evidence/task3/baseline/usage/t3_baseline_usage_smallcnn_f0_s2753_b0458638128b_20260830T091143Zc4f554/metrics.json,results/evidence/task3/baseline/usage/t3_baseline_usage_smallcnn_f0_s2753_b0458638128b_20260830T091143Zc4f554/metrics.json,3353,a57dfdd925226fe0fc5619ede84546600a63a50e709bcb50c1934444094b4caa,local reproduction asset; restore from source
results/evidence/task3/baseline/usage/t3_baseline_usage_smallcnn_f0_s2753_b0458638128b_20260830T091143Zc4f554/normalization.json,results/evidence/task3/baseline/usage/t3_baseline_usage_smallcnn_f0_s2753_b0458638128b_20260830T091143Zc4f554/normalization.json,330,133ab07aef9dca523dcca56d0d012f3adad6eb9ea7f3b35143360662c47e7c65,local reproduction asset; restore from source
results/evidence/task3/baseline/usage/t3_baseline_usage_smallcnn_f0_s2753_b0458638128b_20260830T091143Zc4f554/oof_predictions.csv,results/evidence/task3/baseline/usage/t3_baseline_usage_smallcnn_f0_s2753_b0458638128b_20260830T091143Zc4f554/oof_predictions.csv,1938735,c0edd811d1e63de56a7ad0bce241bf346e58b916db16c8172e7973222a28776b,local reproduction asset; restore from source
results/evidence/task3/baseline/usage/t3_baseline_usage_smallcnn_f1_s2753_b0458638128b_20260830T092019Z358580/config.json,results/evidence/task3/baseline/usage/t3_baseline_usage_smallcnn_f1_s2753_b0458638128b_20260830T092019Z358580/config.json,606,0edf5b8d2f9a3e6a95a4de3f06e27b532f34b9645fa0a768652a47e02a7e5e62,local reproduction asset; restore from source
results/evidence/task3/baseline/usage/t3_baseline_usage_smallcnn_f1_s2753_b0458638128b_20260830T092019Z358580/final_epoch.pt,results/evidence/task3/baseline/usage/t3_baseline_usage_smallcnn_f1_s2753_b0458638128b_20260830T092019Z358580/final_epoch.pt,1579157,f04ce635ba9964f7ef21f2f3c4d100581e13568ae23d6974a4c13fba1a44a1fa,local reproduction asset; restore from source
results/evidence/task3/baseline/usage/t3_baseline_usage_smallcnn_f1_s2753_b0458638128b_20260830T092019Z358580/metrics.json,results/evidence/task3/baseline/usage/t3_baseline_usage_smallcnn_f1_s2753_b0458638128b_20260830T092019Z358580/metrics.json,3318,9f85a2d200518724464ae4f77d86f5bcd48674bb564e329327068e2947638be6,local reproduction asset; restore from source
results/evidence/task3/baseline/usage/t3_baseline_usage_smallcnn_f1_s2753_b0458638128b_20260830T092019Z358580/normalization.json,results/evidence/task3/baseline/usage/t3_baseline_usage_smallcnn_f1_s2753_b0458638128b_20260830T092019Z358580/normalization.json,327,51541b5c2c4b6dda64c6dabdf990894342fb1bfc24b068b656637e707aff720d,local reproduction asset; restore from source
results/evidence/task3/baseline/usage/t3_baseline_usage_smallcnn_f1_s2753_b0458638128b_20260830T092019Z358580/oof_predictions.csv,results/evidence/task3/baseline/usage/t3_baseline_usage_smallcnn_f1_s2753_b0458638128b_20260830T092019Z358580/oof_predictions.csv,1941107,21740232ae964ba443630225e0fa0f0307a7a4a9cb7a081b2da0d451b1beaf75,local reproduction asset; restore from source
results/evidence/task3/baseline/usage/t3_baseline_usage_smallcnn_f2_s2753_b0458638128b_20260830T092857Z8d67ab/config.json,results/evidence/task3/baseline/usage/t3_baseline_usage_smallcnn_f2_s2753_b0458638128b_20260830T092857Z8d67ab/config.json,606,0edf5b8d2f9a3e6a95a4de3f06e27b532f34b9645fa0a768652a47e02a7e5e62,local reproduction asset; restore from source
results/evidence/task3/baseline/usage/t3_baseline_usage_smallcnn_f2_s2753_b0458638128b_20260830T092857Z8d67ab/final_epoch.pt,results/evidence/task3/baseline/usage/t3_baseline_usage_smallcnn_f2_s2753_b0458638128b_20260830T092857Z8d67ab/final_epoch.pt,1579157,78bd58f612e21df23be35116065e6ebb009b866a97da5e3b5b35a041052612cc,local reproduction asset; restore from source
results/evidence/task3/baseline/usage/t3_baseline_usage_smallcnn_f2_s2753_b0458638128b_20260830T092857Z8d67ab/metrics.json,results/evidence/task3/baseline/usage/t3_baseline_usage_smallcnn_f2_s2753_b0458638128b_20260830T092857Z8d67ab/metrics.json,3358,29b0a7853ec353f57729698e7779aec6e19345620c4f1f40a23121efee033860,local reproduction asset; restore from source
results/evidence/task3/baseline/usage/t3_baseline_usage_smallcnn_f2_s2753_b0458638128b_20260830T092857Z8d67ab/normalization.json,results/evidence/task3/baseline/usage/t3_baseline_usage_smallcnn_f2_s2753_b0458638128b_20260830T092857Z8d67ab/normalization.json,327,ce688b6900a88612e30b662ec30a8529f501ceb4392c628ace4b7cabc4d0bf58,local reproduction asset; restore from source
results/evidence/task3/baseline/usage/t3_baseline_usage_smallcnn_f2_s2753_b0458638128b_20260830T092857Z8d67ab/oof_predictions.csv,results/evidence/task3/baseline/usage/t3_baseline_usage_smallcnn_f2_s2753_b0458638128b_20260830T092857Z8d67ab/oof_predictions.csv,1939684,818c269e0d3275ce7d98f9ab1e3b95c20f0be5bdae83812f41ede251c54c16ff,local reproduction asset; restore from source
results/evidence/task3/baseline/usage/t3_baseline_usage_smallcnn_f3_s2753_b0458638128b_20260830T093738Zdd75d3/config.json,results/evidence/task3/baseline/usage/t3_baseline_usage_smallcnn_f3_s2753_b0458638128b_20260830T093738Zdd75d3/config.json,606,0edf5b8d2f9a3e6a95a4de3f06e27b532f34b9645fa0a768652a47e02a7e5e62,local reproduction asset; restore from source
results/evidence/task3/baseline/usage/t3_baseline_usage_smallcnn_f3_s2753_b0458638128b_20260830T093738Zdd75d3/final_epoch.pt,results/evidence/task3/baseline/usage/t3_baseline_usage_smallcnn_f3_s2753_b0458638128b_20260830T093738Zdd75d3/final_epoch.pt,1579157,8a698590a38299a590963409308878af4249008e39010f2366ad615f845c1c38,local reproduction asset; restore from source
results/evidence/task3/baseline/usage/t3_baseline_usage_smallcnn_f3_s2753_b0458638128b_20260830T093738Zdd75d3/metrics.json,results/evidence/task3/baseline/usage/t3_baseline_usage_smallcnn_f3_s2753_b0458638128b_20260830T093738Zdd75d3/metrics.json,3327,d2e991fb591cdc0d4e37405ab281dc6ed957fff4af68895a588d95d7d14b8d7c,local reproduction asset; restore from source
results/evidence/task3/baseline/usage/t3_baseline_usage_smallcnn_f3_s2753_b0458638128b_20260830T093738Zdd75d3/normalization.json,results/evidence/task3/baseline/usage/t3_baseline_usage_smallcnn_f3_s2753_b0458638128b_20260830T093738Zdd75d3/normalization.json,328,f3d070bc0401cb38a91dfa1eabbd944a4667a6d013fa3a54ea6c27906e553a53,local reproduction asset; restore from source
results/evidence/task3/baseline/usage/t3_baseline_usage_smallcnn_f3_s2753_b0458638128b_20260830T093738Zdd75d3/oof_predictions.csv,results/evidence/task3/baseline/usage/t3_baseline_usage_smallcnn_f3_s2753_b0458638128b_20260830T093738Zdd75d3/oof_predictions.csv,1940263,0076749ac0b3753bfb98c19f05c2ac531c96614a309866ea94e1f49ecc344f0f,local reproduction asset; restore from source
results/evidence/task3/baseline/usage/t3_baseline_usage_smallcnn_f4_s2753_b0458638128b_20260830T094617Z1d2e79/config.json,results/evidence/task3/baseline/usage/t3_baseline_usage_smallcnn_f4_s2753_b0458638128b_20260830T094617Z1d2e79/config.json,606,0edf5b8d2f9a3e6a95a4de3f06e27b532f34b9645fa0a768652a47e02a7e5e62,local reproduction asset; restore from source
results/evidence/task3/baseline/usage/t3_baseline_usage_smallcnn_f4_s2753_b0458638128b_20260830T094617Z1d2e79/final_epoch.pt,results/evidence/task3/baseline/usage/t3_baseline_usage_smallcnn_f4_s2753_b0458638128b_20260830T094617Z1d2e79/final_epoch.pt,1579157,f2f560fc2c9969733f38b0d88f6e10dfe5c7ff88397e8e1868b32bcebd967025,local reproduction asset; restore from source
results/evidence/task3/baseline/usage/t3_baseline_usage_smallcnn_f4_s2753_b0458638128b_20260830T094617Z1d2e79/metrics.json,results/evidence/task3/baseline/usage/t3_baseline_usage_smallcnn_f4_s2753_b0458638128b_20260830T094617Z1d2e79/metrics.json,3354,b55503928400803f669c3d658cdab5c3fe0a630ec4c09a07b6b8c3e0b73c4b63,local reproduction asset; restore from source
results/evidence/task3/baseline/usage/t3_baseline_usage_smallcnn_f4_s2753_b0458638128b_20260830T094617Z1d2e79/normalization.json,results/evidence/task3/baseline/usage/t3_baseline_usage_smallcnn_f4_s2753_b0458638128b_20260830T094617Z1d2e79/normalization.json,330,caf86124f389d75a3fa8519c94ee46be4ee34007ec59efb7d552dae5d24b1131,local reproduction asset; restore from source
results/evidence/task3/baseline/usage/t3_baseline_usage_smallcnn_f4_s2753_b0458638128b_20260830T094617Z1d2e79/oof_predictions.csv,results/evidence/task3/baseline/usage/t3_baseline_usage_smallcnn_f4_s2753_b0458638128b_20260830T094617Z1d2e79/oof_predictions.csv,1940483,4620ea3a71ab72cad9886ddefb0ae64117ce73899c4f3a4087c41b45b583bec9,local reproduction asset; restore from source
results/evidence/task3/clean_slate_eda/anchor_error_slices.csv,results/evidence/task3/clean_slate_eda/anchor_error_slices.csv,797,f91b9704f2e14a0bf26561d7c9b72f0027bdefbc0aefbb157afe9fbb37ce4222,local reproduction asset; restore from source
results/evidence/task3/clean_slate_eda/artifact_manifest.csv,results/evidence/task3/clean_slate_eda/artifact_manifest.csv,5016,fdc18402e263f6765a44b75dbdfea805230a5b91c0bb7367ae0bd056c1b3a6b8,local reproduction asset; restore from source
results/evidence/task3/clean_slate_eda/audit_contract.json,results/evidence/task3/clean_slate_eda/audit_contract.json,1782,bee40bfc5cc9b339281223f69fc9aa5bcc58418154e8266be87e20a69f62eac7,local reproduction asset; restore from source
results/evidence/task3/clean_slate_eda/boundary.csv,results/evidence/task3/clean_slate_eda/boundary.csv,133,62709103868d9f4c5cf92965b4ae0d28e3bdbee3c9e74bef57275c6fcfe5e084,local reproduction asset; restore from source
results/evidence/task3/clean_slate_eda/completion.json,results/evidence/task3/clean_slate_eda/completion.json,917,c4f0e244249167ec7b02f69c9a7b36eef77d08405bef0999864b3ed5d4103ab4,local reproduction asset; restore from source
results/evidence/task3/clean_slate_eda/component_weights.csv,results/evidence/task3/clean_slate_eda/component_weights.csv,994,7bc98c92bded4c6a144546dcd447b5f947b84ab621fed462f21124740e2ec284,local reproduction asset; restore from source
results/evidence/task3/clean_slate_eda/family_profile.csv,results/evidence/task3/clean_slate_eda/family_profile.csv,80,55ae341bda4347eb1dbef4d1f019afa5d7b7a72e0d514356bdc3dcea1a26216c,local reproduction asset; restore from source
results/evidence/task3/clean_slate_eda/fold_artifact_shifts.csv,results/evidence/task3/clean_slate_eda/fold_artifact_shifts.csv,8563,35909fbf89eaaa74af885332b8f65830e991ae95ad93a95ef436adbe9311e2b0,local reproduction asset; restore from source
results/evidence/task3/clean_slate_eda/nuisance_association.csv,results/evidence/task3/clean_slate_eda/nuisance_association.csv,3063,d36aa17a43b41f1a24956c4d9f66167ae02e46a5d6476efaa78d1326391d6840,local reproduction asset; restore from source
results/evidence/task3/clean_slate_eda/observability_review/observability_review_instructions.json,results/evidence/task3/clean_slate_eda/observability_review/observability_review_instructions.json,838,ee054d31f5dd6e968bdcbab3ab2df6f9944a6016dfdd9c8e263593fba557fd05,local reproduction asset; restore from source
results/evidence/task3/clean_slate_eda/observability_review/observability_review_scope.csv,results/evidence/task3/clean_slate_eda/observability_review/observability_review_scope.csv,23080,1c6989a1cbac1f671010909c7f1f191f1b31bc217295efe22042458a04387e02,local reproduction asset; restore from source
results/evidence/task3/clean_slate_eda/observability_review/observability_review_summary.csv,results/evidence/task3/clean_slate_eda/observability_review/observability_review_summary.csv,188,284944240a90fa608cdf787421882dae6419a8d1014a833f59a2ffb594f19bdf,local reproduction asset; restore from source
results/evidence/task3/clean_slate_eda/observability_review/observability_reviewer_1.csv,results/evidence/task3/clean_slate_eda/observability_review/observability_reviewer_1.csv,28082,46c8abf97bea570287709717e63b5686aecd943ee6cd6e7236f6128164d20ff7,local reproduction asset; restore from source
results/evidence/task3/clean_slate_eda/observability_review/observability_reviewer_2.csv,results/evidence/task3/clean_slate_eda/observability_review/observability_reviewer_2.csv,28082,46c8abf97bea570287709717e63b5686aecd943ee6cd6e7236f6128164d20ff7,local reproduction asset; restore from source
results/evidence/task3/clean_slate_eda/representation_neighbourhoods/gender_query_scope.csv,results/evidence/task3/clean_slate_eda/representation_neighbourhoods/gender_query_scope.csv,19822,f8a53c5a7ed6bfafcdd89fabafd10f0bf676802806c1753e413f5a6a854cdc71,local reproduction asset; restore from source
results/evidence/task3/clean_slate_eda/representation_neighbourhoods/gender_reference_scope.csv,results/evidence/task3/clean_slate_eda/representation_neighbourhoods/gender_reference_scope.csv,46746,284efabdc416b00b2edbaf772e2c4c77a27d40c8cd3516c70273f24a3f10d970,local reproduction asset; restore from source
results/evidence/task3/clean_slate_eda/representation_neighbourhoods/neighbourhood_contract.json,results/evidence/task3/clean_slate_eda/representation_neighbourhoods/neighbourhood_contract.json,1250,32c4b6adf3878ec6f08bc821ac8a6ba72f736689a36926f0f22527aeaf166189,local reproduction asset; restore from source
results/evidence/task3/clean_slate_eda/representation_neighbourhoods/neighbourhood_neighbours.csv.gz,results/evidence/task3/clean_slate_eda/representation_neighbourhoods/neighbourhood_neighbours.csv.gz,492941,cdada45ab1b93b4955ba7351f678b358f864008d62ce1a481c4b2ff9f0497055,local reproduction asset; restore from source
results/evidence/task3/clean_slate_eda/representation_neighbourhoods/neighbourhood_slices.csv,results/evidence/task3/clean_slate_eda/representation_neighbourhoods/neighbourhood_slices.csv,4565,d9069c4c09ece167aeb22c1c983038029b66f9e1dd16d78111ed3b4003785bea,local reproduction asset; restore from source
results/evidence/task3/clean_slate_eda/representation_neighbourhoods/neighbourhood_summary.csv,results/evidence/task3/clean_slate_eda/representation_neighbourhoods/neighbourhood_summary.csv,646,25420dd3ed2865ff08f8801dcbc1b5580669989f94fcbb99912e5493f07f8e1d,local reproduction asset; restore from source
results/evidence/task3/clean_slate_eda/representation_neighbourhoods/representation_provenance.json,results/evidence/task3/clean_slate_eda/representation_neighbourhoods/representation_provenance.json,1680,714a6d18760b13ce5917f012e9f06f1f7a1c982d376e5b4124ef6e677bb7c8cb,local reproduction asset; restore from source
results/evidence/task3/clean_slate_eda/representation_neighbourhoods/usage_query_scope.csv,results/evidence/task3/clean_slate_eda/representation_neighbourhoods/usage_query_scope.csv,19163,50051199fe6e7e781e02a075e3bef91adba207e200d858f660e768688e95bf05,local reproduction asset; restore from source
results/evidence/task3/clean_slate_eda/representation_neighbourhoods/usage_reference_scope.csv,results/evidence/task3/clean_slate_eda/representation_neighbourhoods/usage_reference_scope.csv,42572,fc9b715e68b6d6985c6678b1587fd4f11837afa6726ecf7d2fef99700211ecbc,local reproduction asset; restore from source
results/evidence/task3/clean_slate_eda/teacher_image_diagnostics.csv.gz,results/evidence/task3/clean_slate_eda/teacher_image_diagnostics.csv.gz,4195510,776df55b65315ac6902ec259960bf52cd814c229512247f7ea1be8af43449a0f,local reproduction asset; restore from source
results/evidence/task3/clean_slate_eda/teacher_image_diagnostics.csv.gz.contract.json,results/evidence/task3/clean_slate_eda/teacher_image_diagnostics.csv.gz.contract.json,867,dfeac097775c2e849e9504acd59893684be3e5efbf4106d6d681b5fe4a455e52,local reproduction asset; restore from source
results/evidence/task3/clean_slate_eda/view_probes/feature_cache/gender/border_hog_167d3c79bfb2ded9.npy,results/evidence/task3/clean_slate_eda/view_probes/feature_cache/gender/border_hog_167d3c79bfb2ded9.npy,34859936,30972ea4960e926b817120c2a101809f3501a3fb1d704bf112ec304354fdacaf,local reproduction asset; restore from source
results/evidence/task3/clean_slate_eda/view_probes/feature_cache/gender/border_hog_67bb1ea22427761f.contract.json,results/evidence/task3/clean_slate_eda/view_probes/feature_cache/gender/border_hog_67bb1ea22427761f.contract.json,446,eed1f6776c751085b55cc1e2b58add3881c373cc69656d0f3248a582f8bc5ebe,local reproduction asset; restore from source
results/evidence/task3/clean_slate_eda/view_probes/feature_cache/gender/border_hog_67bb1ea22427761f.npy,results/evidence/task3/clean_slate_eda/view_probes/feature_cache/gender/border_hog_67bb1ea22427761f.npy,34859936,30972ea4960e926b817120c2a101809f3501a3fb1d704bf112ec304354fdacaf,local reproduction asset; restore from source
results/evidence/task3/clean_slate_eda/view_probes/feature_cache/gender/border_hog_840e4b672994837f.npy,results/evidence/task3/clean_slate_eda/view_probes/feature_cache/gender/border_hog_840e4b672994837f.npy,34859936,30972ea4960e926b817120c2a101809f3501a3fb1d704bf112ec304354fdacaf,local reproduction asset; restore from source
results/evidence/task3/clean_slate_eda/view_probes/feature_cache/gender/border_hog_fae76c09fd641dd7.contract.json,results/evidence/task3/clean_slate_eda/view_probes/feature_cache/gender/border_hog_fae76c09fd641dd7.contract.json,446,95581241d2b54ba975c8068b4979577b29dc437d57496c252a6b8c4d9cabc003,local reproduction asset; restore from source
results/evidence/task3/clean_slate_eda/view_probes/feature_cache/gender/border_hog_fae76c09fd641dd7.npy,results/evidence/task3/clean_slate_eda/view_probes/feature_cache/gender/border_hog_fae76c09fd641dd7.npy,34859936,30972ea4960e926b817120c2a101809f3501a3fb1d704bf112ec304354fdacaf,local reproduction asset; restore from source
results/evidence/task3/clean_slate_eda/view_probes/feature_cache/gender/colour_summary_1b02e0d3bc222ba1.npy,results/evidence/task3/clean_slate_eda/view_probes/feature_cache/gender/colour_summary_1b02e0d3bc222ba1.npy,1076048,20188809e6dd24b8a32d20189c41fd1cae4c9c818e24c87399d1d59f9efc3418,local reproduction asset; restore from source
results/evidence/task3/clean_slate_eda/view_probes/feature_cache/gender/colour_summary_265edc95e669460e.contract.json,results/evidence/task3/clean_slate_eda/view_probes/feature_cache/gender/colour_summary_265edc95e669460e.contract.json,452,5cfb888f57195617ca3ac8327bd1ceef69edf2f24884f4d79d1b65220e4e51bf,local reproduction asset; restore from source
results/evidence/task3/clean_slate_eda/view_probes/feature_cache/gender/colour_summary_265edc95e669460e.npy,results/evidence/task3/clean_slate_eda/view_probes/feature_cache/gender/colour_summary_265edc95e669460e.npy,1076048,20188809e6dd24b8a32d20189c41fd1cae4c9c818e24c87399d1d59f9efc3418,local reproduction asset; restore from source
results/evidence/task3/clean_slate_eda/view_probes/feature_cache/gender/colour_summary_a4c03f5f3260188c.contract.json,results/evidence/task3/clean_slate_eda/view_probes/feature_cache/gender/colour_summary_a4c03f5f3260188c.contract.json,452,10f8ca0e5e6d8e241ee4f780baf7d2c84e86d7c8fef873889acddfdf8b7cd518,local reproduction asset; restore from source
results/evidence/task3/clean_slate_eda/view_probes/feature_cache/gender/colour_summary_a4c03f5f3260188c.npy,results/evidence/task3/clean_slate_eda/view_probes/feature_cache/gender/colour_summary_a4c03f5f3260188c.npy,1076048,20188809e6dd24b8a32d20189c41fd1cae4c9c818e24c87399d1d59f9efc3418,local reproduction asset; restore from source
results/evidence/task3/clean_slate_eda/view_probes/feature_cache/gender/colour_summary_f17108bb2a41a0f7.npy,results/evidence/task3/clean_slate_eda/view_probes/feature_cache/gender/colour_summary_f17108bb2a41a0f7.npy,1076048,20188809e6dd24b8a32d20189c41fd1cae4c9c818e24c87399d1d59f9efc3418,local reproduction asset; restore from source
results/evidence/task3/clean_slate_eda/view_probes/feature_cache/gender/foreground_hog_30d21653c9973c1d.npy,results/evidence/task3/clean_slate_eda/view_probes/feature_cache/gender/foreground_hog_30d21653c9973c1d.npy,34859936,33124a3dcdbf3e193c64106bee97e740e3f837354a90d309a8b05aacaa7adfe9,local reproduction asset; restore from source
results/evidence/task3/clean_slate_eda/view_probes/feature_cache/gender/foreground_letterbox_hog_5efbb16d64001ef9.contract.json,results/evidence/task3/clean_slate_eda/view_probes/feature_cache/gender/foreground_letterbox_hog_5efbb16d64001ef9.contract.json,474,4e8ca3affdc654cf24679ab0226b074f29497ecfb40a9fc6c11d103de70d46aa,local reproduction asset; restore from source
