run_id,partition,sample_rows,batch_size,order,max_abs_difference,prediction_flips,pass
t3_gender_v2_g2_translation_gender_smallcnngem3_f0_s2753_cb072542dbdc_20260904T135102Z6698e6,validation,160,128,reverse,0.00038063526153564453,0,False
t3_gender_v2_g2_translation_gender_smallcnngem3_f0_s2753_cb072542dbdc_20260904T135102Z6698e6,validation,160,128,shuffle,0.00038063526153564453,0,False
t3_gender_v2_g2_translation_gender_smallcnngem3_f4_s2753_cb072542dbdc_20260904T140011Z2211b1,train,160,1,forward,0.00017264485359191895,0,False
t3_gender_v2_g2_translation_gender_smallcnngem3_f4_s2753_cb072542dbdc_20260904T140011Z2211b1,train,160,1,reverse,0.00017264485359191895,0,False
t3_gender_v2_g2_translation_gender_smallcnngem3_f4_s2753_cb072542dbdc_20260904T140011Z2211b1,train,160,1,shuffle,0.00017264485359191895,0,False
t3_gender_v2_g2_translation_gender_smallcnngem3_f4_s2753_cb072542dbdc_20260904T140011Z2211b1,train,160,32,forward,0.000387534499168396,0,False
t3_gender_v2_g2_translation_gender_smallcnngem3_f4_s2753_cb072542dbdc_20260904T140011Z2211b1,train,160,32,reverse,0.000387534499168396,0,False
t3_gender_v2_g2_translation_gender_smallcnngem3_f4_s2753_cb072542dbdc_20260904T140011Z2211b1,train,160,32,shuffle,0.000387534499168396,0,False
t3_gender_v2_g2_translation_gender_smallcnngem3_f4_s2753_cb072542dbdc_20260904T140011Z2211b1,train,160,128,forward,0.0,0,True
t3_gender_v2_g2_translation_gender_smallcnngem3_f4_s2753_cb072542dbdc_20260904T140011Z2211b1,train,160,128,reverse,0.00034505128860473633,0,False
t3_gender_v2_g2_translation_gender_smallcnngem3_f4_s2753_cb072542dbdc_20260904T140011Z2211b1,train,160,128,shuffle,0.000387534499168396,0,False
t3_gender_v2_g2_translation_gender_smallcnngem3_f4_s2753_cb072542dbdc_20260904T140011Z2211b1,validation,160,1,forward,0.0005571246147155762,0,False
t3_gender_v2_g2_translation_gender_smallcnngem3_f4_s2753_cb072542dbdc_20260904T140011Z2211b1,validation,160,1,reverse,0.0005571246147155762,0,False
t3_gender_v2_g2_translation_gender_smallcnngem3_f4_s2753_cb072542dbdc_20260904T140011Z2211b1,validation,160,1,shuffle,0.0005571246147155762,0,False
t3_gender_v2_g2_translation_gender_smallcnngem3_f4_s2753_cb072542dbdc_20260904T140011Z2211b1,validation,160,32,forward,0.0007202029228210449,0,False
t3_gender_v2_g2_translation_gender_smallcnngem3_f4_s2753_cb072542dbdc_20260904T140011Z2211b1,validation,160,32,reverse,0.0007202029228210449,0,False
t3_gender_v2_g2_translation_gender_smallcnngem3_f4_s2753_cb072542dbdc_20260904T140011Z2211b1,validation,160,32,shuffle,0.0007202029228210449,0,False
t3_gender_v2_g2_translation_gender_smallcnngem3_f4_s2753_cb072542dbdc_20260904T140011Z2211b1,validation,160,128,forward,0.0,0,True
t3_gender_v2_g2_translation_gender_smallcnngem3_f4_s2753_cb072542dbdc_20260904T140011Z2211b1,validation,160,128,reverse,0.0005574226379394531,0,False
t3_gender_v2_g2_translation_gender_smallcnngem3_f4_s2753_cb072542dbdc_20260904T140011Z2211b1,validation,160,128,shuffle,0.0007202029228210449,0,False
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f0_s2753_029107022917_20260831T060941Z1f0fc7,train,160,1,forward,0.0012693405151367188,0,False
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f0_s2753_029107022917_20260831T060941Z1f0fc7,train,160,1,reverse,0.0012693405151367188,0,False
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f0_s2753_029107022917_20260831T060941Z1f0fc7,train,160,1,shuffle,0.0012693405151367188,0,False
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f0_s2753_029107022917_20260831T060941Z1f0fc7,train,160,32,forward,0.0006681978702545166,0,False
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f0_s2753_029107022917_20260831T060941Z1f0fc7,train,160,32,reverse,0.0006681978702545166,0,False
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f0_s2753_029107022917_20260831T060941Z1f0fc7,train,160,32,shuffle,0.0006681978702545166,0,False
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f0_s2753_029107022917_20260831T060941Z1f0fc7,train,160,128,forward,0.0,0,True
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f0_s2753_029107022917_20260831T060941Z1f0fc7,train,160,128,reverse,0.0006681978702545166,0,False
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f0_s2753_029107022917_20260831T060941Z1f0fc7,train,160,128,shuffle,0.0005672574043273926,0,False
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f0_s2753_029107022917_20260831T060941Z1f0fc7,validation,160,1,forward,0.001498878002166748,0,False
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f0_s2753_029107022917_20260831T060941Z1f0fc7,validation,160,1,reverse,0.001498878002166748,0,False
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f0_s2753_029107022917_20260831T060941Z1f0fc7,validation,160,1,shuffle,0.001498878002166748,0,False
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f0_s2753_029107022917_20260831T060941Z1f0fc7,validation,160,32,forward,0.0007942914962768555,0,False
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f0_s2753_029107022917_20260831T060941Z1f0fc7,validation,160,32,reverse,0.0007942914962768555,0,False
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f0_s2753_029107022917_20260831T060941Z1f0fc7,validation,160,32,shuffle,0.0007942914962768555,0,False
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f0_s2753_029107022917_20260831T060941Z1f0fc7,validation,160,128,forward,0.0,0,True
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f0_s2753_029107022917_20260831T060941Z1f0fc7,validation,160,128,reverse,0.0007942914962768555,0,False
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f0_s2753_029107022917_20260831T060941Z1f0fc7,validation,160,128,shuffle,0.0005307197570800781,0,False
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f4_s2753_029107022917_20260831T064434Z46c915,train,160,1,forward,0.002153635025024414,0,False
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f4_s2753_029107022917_20260831T064434Z46c915,train,160,1,reverse,0.002153635025024414,0,False
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f4_s2753_029107022917_20260831T064434Z46c915,train,160,1,shuffle,0.002153635025024414,0,False
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f4_s2753_029107022917_20260831T064434Z46c915,train,160,32,forward,0.0009154677391052246,0,False
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f4_s2753_029107022917_20260831T064434Z46c915,train,160,32,reverse,0.0009154677391052246,0,False
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f4_s2753_029107022917_20260831T064434Z46c915,train,160,32,shuffle,0.0009154677391052246,0,False
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f4_s2753_029107022917_20260831T064434Z46c915,train,160,128,forward,0.0,0,True
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f4_s2753_029107022917_20260831T064434Z46c915,train,160,128,reverse,0.0009572505950927734,0,False
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f4_s2753_029107022917_20260831T064434Z46c915,train,160,128,shuffle,0.0009572505950927734,0,False
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f4_s2753_029107022917_20260831T064434Z46c915,validation,160,1,forward,0.0012366175651550293,0,False
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f4_s2753_029107022917_20260831T064434Z46c915,validation,160,1,reverse,0.0012366175651550293,0,False
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f4_s2753_029107022917_20260831T064434Z46c915,validation,160,1,shuffle,0.0012366175651550293,0,False
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f4_s2753_029107022917_20260831T064434Z46c915,validation,160,32,forward,0.000804215669631958,0,False
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f4_s2753_029107022917_20260831T064434Z46c915,validation,160,32,reverse,0.000804215669631958,0,False
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f4_s2753_029107022917_20260831T064434Z46c915,validation,160,32,shuffle,0.000804215669631958,0,False
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f4_s2753_029107022917_20260831T064434Z46c915,validation,160,128,forward,0.0,0,True
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f4_s2753_029107022917_20260831T064434Z46c915,validation,160,128,reverse,0.000804215669631958,0,False
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f4_s2753_029107022917_20260831T064434Z46c915,validation,160,128,shuffle,0.000779271125793457,0,False
