run_id,partition,mode,batch_size,order,max_abs_difference,prediction_flips,pass,earlier_max_abs_difference,earlier_summary_reproduced
t3_gender_v2_g2_translation_gender_smallcnngem3_f0_s2753_cb072542dbdc_20260904T135102Z6698e6,validation,runtime_default,32,shuffle,0.0004566311836242676,0,False,0.0004566311836242,True
t3_gender_v2_g2_translation_gender_smallcnngem3_f0_s2753_cb072542dbdc_20260904T135102Z6698e6,validation,runtime_default,128,forward,0.0,0,True,0.0,True
t3_gender_v2_g2_translation_gender_smallcnngem3_f0_s2753_cb072542dbdc_20260904T135102Z6698e6,validation,runtime_default,128,reverse,0.00038063526153564453,0,False,0.0003806352615356,True
t3_gender_v2_g2_translation_gender_smallcnngem3_f0_s2753_cb072542dbdc_20260904T135102Z6698e6,validation,runtime_default,128,shuffle,0.00038063526153564453,0,False,0.0003806352615356,True
t3_gender_v2_g2_translation_gender_smallcnngem3_f0_s2753_cb072542dbdc_20260904T135102Z6698e6,validation,ieee,1,forward,5.662441253662109e-07,0,True,,
t3_gender_v2_g2_translation_gender_smallcnngem3_f0_s2753_cb072542dbdc_20260904T135102Z6698e6,validation,ieee,1,reverse,5.662441253662109e-07,0,True,,
t3_gender_v2_g2_translation_gender_smallcnngem3_f0_s2753_cb072542dbdc_20260904T135102Z6698e6,validation,ieee,1,shuffle,5.662441253662109e-07,0,True,,
t3_gender_v2_g2_translation_gender_smallcnngem3_f0_s2753_cb072542dbdc_20260904T135102Z6698e6,validation,ieee,32,forward,4.470348358154297e-07,0,True,,
t3_gender_v2_g2_translation_gender_smallcnngem3_f0_s2753_cb072542dbdc_20260904T135102Z6698e6,validation,ieee,32,reverse,4.470348358154297e-07,0,True,,
t3_gender_v2_g2_translation_gender_smallcnngem3_f0_s2753_cb072542dbdc_20260904T135102Z6698e6,validation,ieee,32,shuffle,4.470348358154297e-07,0,True,,
t3_gender_v2_g2_translation_gender_smallcnngem3_f0_s2753_cb072542dbdc_20260904T135102Z6698e6,validation,ieee,128,forward,0.0,0,True,,
t3_gender_v2_g2_translation_gender_smallcnngem3_f0_s2753_cb072542dbdc_20260904T135102Z6698e6,validation,ieee,128,reverse,3.5762786865234375e-07,0,True,,
t3_gender_v2_g2_translation_gender_smallcnngem3_f0_s2753_cb072542dbdc_20260904T135102Z6698e6,validation,ieee,128,shuffle,3.5762786865234375e-07,0,True,,
t3_gender_v2_g2_translation_gender_smallcnngem3_f4_s2753_cb072542dbdc_20260904T140011Z2211b1,train,runtime_default,1,forward,0.00017264485359191895,0,False,0.0001726448535919,True
t3_gender_v2_g2_translation_gender_smallcnngem3_f4_s2753_cb072542dbdc_20260904T140011Z2211b1,train,runtime_default,1,reverse,0.00017264485359191895,0,False,0.0001726448535919,True
t3_gender_v2_g2_translation_gender_smallcnngem3_f4_s2753_cb072542dbdc_20260904T140011Z2211b1,train,runtime_default,1,shuffle,0.00017264485359191895,0,False,0.0001726448535919,True
t3_gender_v2_g2_translation_gender_smallcnngem3_f4_s2753_cb072542dbdc_20260904T140011Z2211b1,train,runtime_default,32,forward,0.000387534499168396,0,False,0.0003875344991683,True
t3_gender_v2_g2_translation_gender_smallcnngem3_f4_s2753_cb072542dbdc_20260904T140011Z2211b1,train,runtime_default,32,reverse,0.000387534499168396,0,False,0.0003875344991683,True
t3_gender_v2_g2_translation_gender_smallcnngem3_f4_s2753_cb072542dbdc_20260904T140011Z2211b1,train,runtime_default,32,shuffle,0.000387534499168396,0,False,0.0003875344991683,True
t3_gender_v2_g2_translation_gender_smallcnngem3_f4_s2753_cb072542dbdc_20260904T140011Z2211b1,train,runtime_default,128,forward,0.0,0,True,0.0,True
t3_gender_v2_g2_translation_gender_smallcnngem3_f4_s2753_cb072542dbdc_20260904T140011Z2211b1,train,runtime_default,128,reverse,0.00034505128860473633,0,False,0.0003450512886047,True
t3_gender_v2_g2_translation_gender_smallcnngem3_f4_s2753_cb072542dbdc_20260904T140011Z2211b1,train,runtime_default,128,shuffle,0.000387534499168396,0,False,0.0003875344991683,True
t3_gender_v2_g2_translation_gender_smallcnngem3_f4_s2753_cb072542dbdc_20260904T140011Z2211b1,train,ieee,1,forward,2.980232238769531e-07,0,True,,
t3_gender_v2_g2_translation_gender_smallcnngem3_f4_s2753_cb072542dbdc_20260904T140011Z2211b1,train,ieee,1,reverse,2.980232238769531e-07,0,True,,
t3_gender_v2_g2_translation_gender_smallcnngem3_f4_s2753_cb072542dbdc_20260904T140011Z2211b1,train,ieee,1,shuffle,2.980232238769531e-07,0,True,,
t3_gender_v2_g2_translation_gender_smallcnngem3_f4_s2753_cb072542dbdc_20260904T140011Z2211b1,train,ieee,32,forward,3.725290298461914e-07,0,True,,
t3_gender_v2_g2_translation_gender_smallcnngem3_f4_s2753_cb072542dbdc_20260904T140011Z2211b1,train,ieee,32,reverse,3.725290298461914e-07,0,True,,
t3_gender_v2_g2_translation_gender_smallcnngem3_f4_s2753_cb072542dbdc_20260904T140011Z2211b1,train,ieee,32,shuffle,3.725290298461914e-07,0,True,,
t3_gender_v2_g2_translation_gender_smallcnngem3_f4_s2753_cb072542dbdc_20260904T140011Z2211b1,train,ieee,128,forward,0.0,0,True,,
t3_gender_v2_g2_translation_gender_smallcnngem3_f4_s2753_cb072542dbdc_20260904T140011Z2211b1,train,ieee,128,reverse,2.384185791015625e-07,0,True,,
t3_gender_v2_g2_translation_gender_smallcnngem3_f4_s2753_cb072542dbdc_20260904T140011Z2211b1,train,ieee,128,shuffle,3.725290298461914e-07,0,True,,
t3_gender_v2_g2_translation_gender_smallcnngem3_f4_s2753_cb072542dbdc_20260904T140011Z2211b1,validation,runtime_default,1,forward,0.0005571246147155762,0,False,0.0005571246147155,True
t3_gender_v2_g2_translation_gender_smallcnngem3_f4_s2753_cb072542dbdc_20260904T140011Z2211b1,validation,runtime_default,1,reverse,0.0005571246147155762,0,False,0.0005571246147155,True
t3_gender_v2_g2_translation_gender_smallcnngem3_f4_s2753_cb072542dbdc_20260904T140011Z2211b1,validation,runtime_default,1,shuffle,0.0005571246147155762,0,False,0.0005571246147155,True
t3_gender_v2_g2_translation_gender_smallcnngem3_f4_s2753_cb072542dbdc_20260904T140011Z2211b1,validation,runtime_default,32,forward,0.0007202029228210449,0,False,0.000720202922821,True
t3_gender_v2_g2_translation_gender_smallcnngem3_f4_s2753_cb072542dbdc_20260904T140011Z2211b1,validation,runtime_default,32,reverse,0.0007202029228210449,0,False,0.000720202922821,True
t3_gender_v2_g2_translation_gender_smallcnngem3_f4_s2753_cb072542dbdc_20260904T140011Z2211b1,validation,runtime_default,32,shuffle,0.0007202029228210449,0,False,0.000720202922821,True
t3_gender_v2_g2_translation_gender_smallcnngem3_f4_s2753_cb072542dbdc_20260904T140011Z2211b1,validation,runtime_default,128,forward,0.0,0,True,0.0,True
t3_gender_v2_g2_translation_gender_smallcnngem3_f4_s2753_cb072542dbdc_20260904T140011Z2211b1,validation,runtime_default,128,reverse,0.0005574226379394531,0,False,0.0005574226379394,True
t3_gender_v2_g2_translation_gender_smallcnngem3_f4_s2753_cb072542dbdc_20260904T140011Z2211b1,validation,runtime_default,128,shuffle,0.0007202029228210449,0,False,0.000720202922821,True
t3_gender_v2_g2_translation_gender_smallcnngem3_f4_s2753_cb072542dbdc_20260904T140011Z2211b1,validation,ieee,1,forward,6.854534149169922e-07,0,True,,
t3_gender_v2_g2_translation_gender_smallcnngem3_f4_s2753_cb072542dbdc_20260904T140011Z2211b1,validation,ieee,1,reverse,6.854534149169922e-07,0,True,,
t3_gender_v2_g2_translation_gender_smallcnngem3_f4_s2753_cb072542dbdc_20260904T140011Z2211b1,validation,ieee,1,shuffle,6.854534149169922e-07,0,True,,
t3_gender_v2_g2_translation_gender_smallcnngem3_f4_s2753_cb072542dbdc_20260904T140011Z2211b1,validation,ieee,32,forward,7.748603820800781e-07,0,True,,
t3_gender_v2_g2_translation_gender_smallcnngem3_f4_s2753_cb072542dbdc_20260904T140011Z2211b1,validation,ieee,32,reverse,7.748603820800781e-07,0,True,,
t3_gender_v2_g2_translation_gender_smallcnngem3_f4_s2753_cb072542dbdc_20260904T140011Z2211b1,validation,ieee,32,shuffle,7.748603820800781e-07,0,True,,
t3_gender_v2_g2_translation_gender_smallcnngem3_f4_s2753_cb072542dbdc_20260904T140011Z2211b1,validation,ieee,128,forward,0.0,0,True,,
t3_gender_v2_g2_translation_gender_smallcnngem3_f4_s2753_cb072542dbdc_20260904T140011Z2211b1,validation,ieee,128,reverse,4.76837158203125e-07,0,True,,
t3_gender_v2_g2_translation_gender_smallcnngem3_f4_s2753_cb072542dbdc_20260904T140011Z2211b1,validation,ieee,128,shuffle,7.748603820800781e-07,0,True,,
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f0_s2753_029107022917_20260831T060941Z1f0fc7,train,runtime_default,1,forward,0.0012693405151367188,0,False,0.0012693405151367,True
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f0_s2753_029107022917_20260831T060941Z1f0fc7,train,runtime_default,1,reverse,0.0012693405151367188,0,False,0.0012693405151367,True
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f0_s2753_029107022917_20260831T060941Z1f0fc7,train,runtime_default,1,shuffle,0.0012693405151367188,0,False,0.0012693405151367,True
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f0_s2753_029107022917_20260831T060941Z1f0fc7,train,runtime_default,32,forward,0.0006681978702545166,0,False,0.0006681978702545,True
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f0_s2753_029107022917_20260831T060941Z1f0fc7,train,runtime_default,32,reverse,0.0006681978702545166,0,False,0.0006681978702545,True
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f0_s2753_029107022917_20260831T060941Z1f0fc7,train,runtime_default,32,shuffle,0.0006681978702545166,0,False,0.0006681978702545,True
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f0_s2753_029107022917_20260831T060941Z1f0fc7,train,runtime_default,128,forward,0.0,0,True,0.0,True
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f0_s2753_029107022917_20260831T060941Z1f0fc7,train,runtime_default,128,reverse,0.0006681978702545166,0,False,0.0006681978702545,True
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f0_s2753_029107022917_20260831T060941Z1f0fc7,train,runtime_default,128,shuffle,0.0005672574043273926,0,False,0.0005672574043273,True
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f0_s2753_029107022917_20260831T060941Z1f0fc7,train,ieee,1,forward,7.152557373046875e-07,0,True,,
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f0_s2753_029107022917_20260831T060941Z1f0fc7,train,ieee,1,reverse,7.152557373046875e-07,0,True,,
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f0_s2753_029107022917_20260831T060941Z1f0fc7,train,ieee,1,shuffle,7.152557373046875e-07,0,True,,
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f0_s2753_029107022917_20260831T060941Z1f0fc7,train,ieee,32,forward,3.8743019104003906e-07,0,True,,
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f0_s2753_029107022917_20260831T060941Z1f0fc7,train,ieee,32,reverse,3.8743019104003906e-07,0,True,,
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f0_s2753_029107022917_20260831T060941Z1f0fc7,train,ieee,32,shuffle,3.8743019104003906e-07,0,True,,
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f0_s2753_029107022917_20260831T060941Z1f0fc7,train,ieee,128,forward,0.0,0,True,,
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f0_s2753_029107022917_20260831T060941Z1f0fc7,train,ieee,128,reverse,1.7881393432617188e-07,0,True,,
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f0_s2753_029107022917_20260831T060941Z1f0fc7,train,ieee,128,shuffle,2.086162567138672e-07,0,True,,
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f0_s2753_029107022917_20260831T060941Z1f0fc7,validation,runtime_default,1,forward,0.001498878002166748,0,False,0.0014988780021667,True
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f0_s2753_029107022917_20260831T060941Z1f0fc7,validation,runtime_default,1,reverse,0.001498878002166748,0,False,0.0014988780021667,True
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f0_s2753_029107022917_20260831T060941Z1f0fc7,validation,runtime_default,1,shuffle,0.001498878002166748,0,False,0.0014988780021667,True
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f0_s2753_029107022917_20260831T060941Z1f0fc7,validation,runtime_default,32,forward,0.0007942914962768555,0,False,0.0007942914962768,True
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f0_s2753_029107022917_20260831T060941Z1f0fc7,validation,runtime_default,32,reverse,0.0007942914962768555,0,False,0.0007942914962768,True
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f0_s2753_029107022917_20260831T060941Z1f0fc7,validation,runtime_default,32,shuffle,0.0007942914962768555,0,False,0.0007942914962768,True
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f0_s2753_029107022917_20260831T060941Z1f0fc7,validation,runtime_default,128,forward,0.0,0,True,0.0,True
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f0_s2753_029107022917_20260831T060941Z1f0fc7,validation,runtime_default,128,reverse,0.0007942914962768555,0,False,0.0007942914962768,True
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f0_s2753_029107022917_20260831T060941Z1f0fc7,validation,runtime_default,128,shuffle,0.0005307197570800781,0,False,0.00053071975708,True
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f0_s2753_029107022917_20260831T060941Z1f0fc7,validation,ieee,1,forward,7.748603820800781e-07,0,True,,
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f0_s2753_029107022917_20260831T060941Z1f0fc7,validation,ieee,1,reverse,7.748603820800781e-07,0,True,,
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f0_s2753_029107022917_20260831T060941Z1f0fc7,validation,ieee,1,shuffle,7.748603820800781e-07,0,True,,
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f0_s2753_029107022917_20260831T060941Z1f0fc7,validation,ieee,32,forward,2.384185791015625e-07,0,True,,
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f0_s2753_029107022917_20260831T060941Z1f0fc7,validation,ieee,32,reverse,2.384185791015625e-07,0,True,,
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f0_s2753_029107022917_20260831T060941Z1f0fc7,validation,ieee,32,shuffle,2.384185791015625e-07,0,True,,
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f0_s2753_029107022917_20260831T060941Z1f0fc7,validation,ieee,128,forward,0.0,0,True,,
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f0_s2753_029107022917_20260831T060941Z1f0fc7,validation,ieee,128,reverse,1.7881393432617188e-07,0,True,,
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f0_s2753_029107022917_20260831T060941Z1f0fc7,validation,ieee,128,shuffle,2.086162567138672e-07,0,True,,
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f4_s2753_029107022917_20260831T064434Z46c915,train,runtime_default,1,forward,0.002153635025024414,0,False,0.0021536350250244,True
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f4_s2753_029107022917_20260831T064434Z46c915,train,runtime_default,1,reverse,0.002153635025024414,0,False,0.0021536350250244,True
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f4_s2753_029107022917_20260831T064434Z46c915,train,runtime_default,1,shuffle,0.002153635025024414,0,False,0.0021536350250244,True
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f4_s2753_029107022917_20260831T064434Z46c915,train,runtime_default,32,forward,0.0009154677391052246,0,False,0.0009154677391052,True
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f4_s2753_029107022917_20260831T064434Z46c915,train,runtime_default,32,reverse,0.0009154677391052246,0,False,0.0009154677391052,True
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f4_s2753_029107022917_20260831T064434Z46c915,train,runtime_default,32,shuffle,0.0009154677391052246,0,False,0.0009154677391052,True
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f4_s2753_029107022917_20260831T064434Z46c915,train,runtime_default,128,forward,0.0,0,True,0.0,True
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f4_s2753_029107022917_20260831T064434Z46c915,train,runtime_default,128,reverse,0.0009572505950927734,0,False,0.0009572505950927,True
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f4_s2753_029107022917_20260831T064434Z46c915,train,runtime_default,128,shuffle,0.0009572505950927734,0,False,0.0009572505950927,True
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f4_s2753_029107022917_20260831T064434Z46c915,train,ieee,1,forward,6.556510925292969e-07,0,True,,
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f4_s2753_029107022917_20260831T064434Z46c915,train,ieee,1,reverse,6.556510925292969e-07,0,True,,
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f4_s2753_029107022917_20260831T064434Z46c915,train,ieee,1,shuffle,6.556510925292969e-07,0,True,,
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f4_s2753_029107022917_20260831T064434Z46c915,train,ieee,32,forward,2.980232238769531e-07,0,True,,
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f4_s2753_029107022917_20260831T064434Z46c915,train,ieee,32,reverse,2.980232238769531e-07,0,True,,
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f4_s2753_029107022917_20260831T064434Z46c915,train,ieee,32,shuffle,2.980232238769531e-07,0,True,,
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f4_s2753_029107022917_20260831T064434Z46c915,train,ieee,128,forward,0.0,0,True,,
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f4_s2753_029107022917_20260831T064434Z46c915,train,ieee,128,reverse,2.384185791015625e-07,0,True,,
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f4_s2753_029107022917_20260831T064434Z46c915,train,ieee,128,shuffle,1.7881393432617188e-07,0,True,,
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f4_s2753_029107022917_20260831T064434Z46c915,validation,runtime_default,1,forward,0.0012366175651550293,0,False,0.001236617565155,True
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f4_s2753_029107022917_20260831T064434Z46c915,validation,runtime_default,1,reverse,0.0012366175651550293,0,False,0.001236617565155,True
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f4_s2753_029107022917_20260831T064434Z46c915,validation,runtime_default,1,shuffle,0.0012366175651550293,0,False,0.001236617565155,True
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f4_s2753_029107022917_20260831T064434Z46c915,validation,runtime_default,32,forward,0.000804215669631958,0,False,0.0008042156696319,True
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f4_s2753_029107022917_20260831T064434Z46c915,validation,runtime_default,32,reverse,0.000804215669631958,0,False,0.0008042156696319,True
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f4_s2753_029107022917_20260831T064434Z46c915,validation,runtime_default,32,shuffle,0.000804215669631958,0,False,0.0008042156696319,True
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f4_s2753_029107022917_20260831T064434Z46c915,validation,runtime_default,128,forward,0.0,0,True,0.0,True
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f4_s2753_029107022917_20260831T064434Z46c915,validation,runtime_default,128,reverse,0.000804215669631958,0,False,0.0008042156696319,True
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f4_s2753_029107022917_20260831T064434Z46c915,validation,runtime_default,128,shuffle,0.000779271125793457,0,False,0.0007792711257934,True
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f4_s2753_029107022917_20260831T064434Z46c915,validation,ieee,1,forward,7.450580596923828e-07,0,True,,
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f4_s2753_029107022917_20260831T064434Z46c915,validation,ieee,1,reverse,7.450580596923828e-07,0,True,,
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f4_s2753_029107022917_20260831T064434Z46c915,validation,ieee,1,shuffle,7.450580596923828e-07,0,True,,
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f4_s2753_029107022917_20260831T064434Z46c915,validation,ieee,32,forward,2.384185791015625e-07,0,True,,
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f4_s2753_029107022917_20260831T064434Z46c915,validation,ieee,32,reverse,2.384185791015625e-07,0,True,,
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f4_s2753_029107022917_20260831T064434Z46c915,validation,ieee,32,shuffle,2.384185791015625e-07,0,True,,
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f4_s2753_029107022917_20260831T064434Z46c915,validation,ieee,128,forward,0.0,0,True,,
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f4_s2753_029107022917_20260831T064434Z46c915,validation,ieee,128,reverse,1.7881393432617188e-07,0,True,,
t3_gender_e5_compact_blur_cnn_gender_compactblurcnn_f4_s2753_029107022917_20260831T064434Z46c915,validation,ieee,128,shuffle,2.086162567138672e-07,0,True,,
