run_id,validation_fold,config_hash,config_path,prediction_path,prediction_sha256,macro_f1,accuracy,support,train_seconds
t3_eda_usage_border_hog_f0_s2753_572a0b5e9c_20260902T093237Z45e6c6,0,572a0b5e9c160bb11f1846b2c334b2dca5ea3faf354a670194ad863b1b0eb7c4,results/evidence/task3/clean_slate_eda/view_probes/runs/t3_eda_usage_border_hog_f0_s2753_572a0b5e9c_20260902T093237Z45e6c6/config.json,results/evidence/task3/clean_slate_eda/view_probes/runs/t3_eda_usage_border_hog_f0_s2753_572a0b5e9c_20260902T093237Z45e6c6/oof_predictions.csv,c9e902e5f1c6f2809b3b2f297489e654b92dc74d4779966c7bee68c51e37d211,0.3060216587715584,0.6010309278350515,970,16.331765121999524
t3_eda_usage_border_hog_f1_s2753_06e97dabab_20260902T093254Zd5abc5,1,06e97dababb073d1211f25db4e72c03d80b79454af7a6c3434ae9d9c36d1ecca,results/evidence/task3/clean_slate_eda/view_probes/runs/t3_eda_usage_border_hog_f1_s2753_06e97dabab_20260902T093254Zd5abc5/config.json,results/evidence/task3/clean_slate_eda/view_probes/runs/t3_eda_usage_border_hog_f1_s2753_06e97dabab_20260902T093254Zd5abc5/oof_predictions.csv,81fdba84531432210a55b0278c663a09ac4678681f046a4aedcf80d9314a82b9,0.34744031043093965,0.5513733468972533,983,19.471285825999985
t3_eda_usage_border_hog_f2_s2753_f0546da434_20260902T093313Zefe84a,2,f0546da43443db64eb99106240754b1c0a3fc43db9d8b3a4ec826300266b96ce,results/evidence/task3/clean_slate_eda/view_probes/runs/t3_eda_usage_border_hog_f2_s2753_f0546da434_20260902T093313Zefe84a/config.json,results/evidence/task3/clean_slate_eda/view_probes/runs/t3_eda_usage_border_hog_f2_s2753_f0546da434_20260902T093313Zefe84a/oof_predictions.csv,b242c96074191eb31484bcbb149a634f5abd9822bcdf72bbdd98134e99e3a4d8,0.33718243597415065,0.591002044989775,978,16.771464694000315
t3_eda_usage_border_hog_f3_s2753_cd765775e3_20260902T093330Zfb3b49,3,cd765775e37aeca01cb4fc0afcf170a8ee13fdb9cbc42c03ae1398610072a7d1,results/evidence/task3/clean_slate_eda/view_probes/runs/t3_eda_usage_border_hog_f3_s2753_cd765775e3_20260902T093330Zfb3b49/config.json,results/evidence/task3/clean_slate_eda/view_probes/runs/t3_eda_usage_border_hog_f3_s2753_cd765775e3_20260902T093330Zfb3b49/oof_predictions.csv,183f3456187d0eb8730a443896470f1fc6983f345b1db6846dd5fe0a448032eb,0.29016609754237055,0.5625635808748728,983,15.340905847000613
t3_eda_usage_border_hog_f4_s2753_42774650fd_20260902T093345Z08a4f8,4,42774650fd6b7fb68cf872368176c92b6e391e1494ea687318081aa13d277090,results/evidence/task3/clean_slate_eda/view_probes/runs/t3_eda_usage_border_hog_f4_s2753_42774650fd_20260902T093345Z08a4f8/config.json,results/evidence/task3/clean_slate_eda/view_probes/runs/t3_eda_usage_border_hog_f4_s2753_42774650fd_20260902T093345Z08a4f8/oof_predictions.csv,a08020da416c18017cceb91c4366d9aae324e219529e79661de34dad041d4f64,0.32205715227819837,0.5767634854771784,964,16.880183403000046
t3_eda_usage_silhouette_hog_f0_s2753_2e4f830666_20260902T093413Zab8372,0,2e4f8306660cdfaa89f48c0769d4d53fb696a21734e7a77a0f88b72f52e65eb5,results/evidence/task3/clean_slate_eda/view_probes/runs/t3_eda_usage_silhouette_hog_f0_s2753_2e4f830666_20260902T093413Zab8372/config.json,results/evidence/task3/clean_slate_eda/view_probes/runs/t3_eda_usage_silhouette_hog_f0_s2753_2e4f830666_20260902T093413Zab8372/oof_predictions.csv,d3e9ad6b29749310f88ccc2d62abc5b0e7b9db0f9cd7529cbec036b89b588d4e,0.3831003115013455,0.6402061855670103,970,24.748705068999698
t3_eda_usage_silhouette_hog_f1_s2753_61fe83e0d3_20260902T093438Zdeffa1,1,61fe83e0d372f19e4eedb146bd0c02b2436e9cf3f7a3697191e4710cab8605fc,results/evidence/task3/clean_slate_eda/view_probes/runs/t3_eda_usage_silhouette_hog_f1_s2753_61fe83e0d3_20260902T093438Zdeffa1/config.json,results/evidence/task3/clean_slate_eda/view_probes/runs/t3_eda_usage_silhouette_hog_f1_s2753_61fe83e0d3_20260902T093438Zdeffa1/oof_predictions.csv,88d0d6a3a1e185cbfbdbd967edd7efaddaf3ae6fb4ff67a4d3abb063b3215042,0.3411555895766902,0.6052899287894201,983,26.3104730619998
t3_eda_usage_silhouette_hog_f2_s2753_2a4300615d_20260902T093504Z06d0a1,2,2a4300615d2bf71084f6c61553b414b1f2338c102a9de4ac8114d6fc6b3c4993,results/evidence/task3/clean_slate_eda/view_probes/runs/t3_eda_usage_silhouette_hog_f2_s2753_2a4300615d_20260902T093504Z06d0a1/config.json,results/evidence/task3/clean_slate_eda/view_probes/runs/t3_eda_usage_silhouette_hog_f2_s2753_2a4300615d_20260902T093504Z06d0a1/oof_predictions.csv,6dc15ff54a9b7c237aa17e973668f7de7ee4b9897a55a66d0a5c403df0d43dfe,0.4027656017693299,0.6175869120654397,978,28.59655085600025
t3_eda_usage_silhouette_hog_f3_s2753_c32dd057ad_20260902T093533Zaa0f35,3,c32dd057ad05a0debd788da399c319acfeed994c6f72240cf85020e9267e13d3,results/evidence/task3/clean_slate_eda/view_probes/runs/t3_eda_usage_silhouette_hog_f3_s2753_c32dd057ad_20260902T093533Zaa0f35/config.json,results/evidence/task3/clean_slate_eda/view_probes/runs/t3_eda_usage_silhouette_hog_f3_s2753_c32dd057ad_20260902T093533Zaa0f35/oof_predictions.csv,0b60a589d0338705dfabadb7b6299ee09456375d82a95c769c63692d8c10299b,0.30946859632559853,0.6134282807731435,983,27.420499832000132
t3_eda_usage_silhouette_hog_f4_s2753_08fb53b770_20260902T093600Z2bcb3c,4,08fb53b770579aa5bb5b87b231c588875cac68d389b7631dbfe542036c921829,results/evidence/task3/clean_slate_eda/view_probes/runs/t3_eda_usage_silhouette_hog_f4_s2753_08fb53b770_20260902T093600Z2bcb3c/config.json,results/evidence/task3/clean_slate_eda/view_probes/runs/t3_eda_usage_silhouette_hog_f4_s2753_08fb53b770_20260902T093600Z2bcb3c/oof_predictions.csv,b4aca2779c35ea87b614a0b23fb3f1fee7d7d65e984027099db084f6bcddc5ba,0.38112551282366874,0.6545643153526971,964,31.03288030099975
t3_eda_usage_grayscale_hog_f0_s2753_6ac4e2c8b7_20260902T093642Z389b71,0,6ac4e2c8b7a3554f308dad8fcc5fd4b6f23ba52cd9541d36b74452be8ce5165a,results/evidence/task3/clean_slate_eda/view_probes/runs/t3_eda_usage_grayscale_hog_f0_s2753_6ac4e2c8b7_20260902T093642Z389b71/config.json,results/evidence/task3/clean_slate_eda/view_probes/runs/t3_eda_usage_grayscale_hog_f0_s2753_6ac4e2c8b7_20260902T093642Z389b71/oof_predictions.csv,4a712b947f42b57837df97bf16a853ea73365321d1e1cfad0f90c9470d8e8836,0.4441269140032738,0.7463917525773196,970,25.433194924000418
t3_eda_usage_grayscale_hog_f1_s2753_76810edf11_20260902T093707Z60dced,1,76810edf113de4d41573de1695e9ff437e881565009185151e6141c74d5e2208,results/evidence/task3/clean_slate_eda/view_probes/runs/t3_eda_usage_grayscale_hog_f1_s2753_76810edf11_20260902T093707Z60dced/config.json,results/evidence/task3/clean_slate_eda/view_probes/runs/t3_eda_usage_grayscale_hog_f1_s2753_76810edf11_20260902T093707Z60dced/oof_predictions.csv,2ec897ccb970483d8756efc7519f9852179f8c35b32fb2128b3c72c8aae97ff4,0.3920071422081161,0.7304170905391658,983,28.365445708000152
t3_eda_usage_grayscale_hog_f2_s2753_c7d7c80d58_20260902T093736Z5487bc,2,c7d7c80d5873657ee7cbdf15335206e0de9de29b66eda4a9c95b56fff69195c0,results/evidence/task3/clean_slate_eda/view_probes/runs/t3_eda_usage_grayscale_hog_f2_s2753_c7d7c80d58_20260902T093736Z5487bc/config.json,results/evidence/task3/clean_slate_eda/view_probes/runs/t3_eda_usage_grayscale_hog_f2_s2753_c7d7c80d58_20260902T093736Z5487bc/oof_predictions.csv,90c0db2a1a43a0fc4e6b82b59e9ce059b8648986aa89a6dc2c50b6ec74180295,0.46547130071265097,0.754601226993865,978,27.57445712200024
t3_eda_usage_grayscale_hog_f3_s2753_e22bf866be_20260902T093803Z24ebd7,3,e22bf866becf7f619b1fb1b6cbb39732cdc4c43d9e097956553fd309ba7c25b5,results/evidence/task3/clean_slate_eda/view_probes/runs/t3_eda_usage_grayscale_hog_f3_s2753_e22bf866be_20260902T093803Z24ebd7/config.json,results/evidence/task3/clean_slate_eda/view_probes/runs/t3_eda_usage_grayscale_hog_f3_s2753_e22bf866be_20260902T093803Z24ebd7/oof_predictions.csv,f1444f8cc4d39598f816c1129d4a4eb1305ac2a3c86cb6279c4fa34074e454e2,0.42107804134629356,0.7507629704984741,983,27.18155065799965
t3_eda_usage_grayscale_hog_f4_s2753_eaaaf8ebe4_20260902T093830Z4da48c,4,eaaaf8ebe435eb8bc4798f492b26f7ca6c79733954551da0bd73baf3f2c00e24,results/evidence/task3/clean_slate_eda/view_probes/runs/t3_eda_usage_grayscale_hog_f4_s2753_eaaaf8ebe4_20260902T093830Z4da48c/config.json,results/evidence/task3/clean_slate_eda/view_probes/runs/t3_eda_usage_grayscale_hog_f4_s2753_eaaaf8ebe4_20260902T093830Z4da48c/oof_predictions.csv,4b464f5756a8d26e7ba7583ab938787c6c7575ea4d632411097164273edf3378,0.45163056814247493,0.7562240663900415,964,26.11788644600074
t3_eda_usage_colour_summary_f0_s2753_98ad8ac01c_20260902T093908Zddd277,0,98ad8ac01ce6ff72dc1b5e4e6a199ec3b4b2cea85173f403ab4ff7fcc68d9f3a,results/evidence/task3/clean_slate_eda/view_probes/runs/t3_eda_usage_colour_summary_f0_s2753_98ad8ac01c_20260902T093908Zddd277/config.json,results/evidence/task3/clean_slate_eda/view_probes/runs/t3_eda_usage_colour_summary_f0_s2753_98ad8ac01c_20260902T093908Zddd277/oof_predictions.csv,ddff89766ef30eaa53138de6b19ceaf15ab8d725cf7a1b834dd26f7b043a752e,0.32287071274680496,0.5711340206185567,970,0.262592351999956
t3_eda_usage_colour_summary_f1_s2753_4ab3387950_20260902T093908Ze0e0ba,1,4ab33879506c60b59a221dd3aca7d03f7b0ff5b537957ec21561f3ac720087e6,results/evidence/task3/clean_slate_eda/view_probes/runs/t3_eda_usage_colour_summary_f1_s2753_4ab3387950_20260902T093908Ze0e0ba/config.json,results/evidence/task3/clean_slate_eda/view_probes/runs/t3_eda_usage_colour_summary_f1_s2753_4ab3387950_20260902T093908Ze0e0ba/oof_predictions.csv,5b268ff120294291bcc66ac11f7a01eb90d6623250af6fc9cc47847878ca8efc,0.2767996586089006,0.560528992878942,983,0.2369509010004549
t3_eda_usage_colour_summary_f2_s2753_fbf181fe5c_20260902T093909Z665cf0,2,fbf181fe5cf8ae0f7c7d70c19b785346b533b3e63297ae2a1f3c44f0c0af7d2c,results/evidence/task3/clean_slate_eda/view_probes/runs/t3_eda_usage_colour_summary_f2_s2753_fbf181fe5c_20260902T093909Z665cf0/config.json,results/evidence/task3/clean_slate_eda/view_probes/runs/t3_eda_usage_colour_summary_f2_s2753_fbf181fe5c_20260902T093909Z665cf0/oof_predictions.csv,11b8f21ef16d5e724c26092a877a18e280b3316f97c05f974e267a6d926f9bcd,0.30813854395796575,0.556237218813906,978,0.295079373999215
t3_eda_usage_colour_summary_f3_s2753_c5bca71e54_20260902T093909Z589fb4,3,c5bca71e54c06f231fef2c2d1168425a8350aa9acd2c25bb8f6e2dda5948048d,results/evidence/task3/clean_slate_eda/view_probes/runs/t3_eda_usage_colour_summary_f3_s2753_c5bca71e54_20260902T093909Z589fb4/config.json,results/evidence/task3/clean_slate_eda/view_probes/runs/t3_eda_usage_colour_summary_f3_s2753_c5bca71e54_20260902T093909Z589fb4/oof_predictions.csv,1dc86c7f0394ca783d6c4f198ade658f278d6ca8f6ada0ac8a3a7d38fb9a0f1e,0.30623476838416974,0.5910478128179044,983,0.27124411199929455
t3_eda_usage_colour_summary_f4_s2753_b17c78c514_20260902T093909Z0366b1,4,b17c78c51467bd2652931548933d983a5ecfb3b2801f143de12b5dc169f11f29,results/evidence/task3/clean_slate_eda/view_probes/runs/t3_eda_usage_colour_summary_f4_s2753_b17c78c514_20260902T093909Z0366b1/config.json,results/evidence/task3/clean_slate_eda/view_probes/runs/t3_eda_usage_colour_summary_f4_s2753_b17c78c514_20260902T093909Z0366b1/oof_predictions.csv,b4a577d2289d7dfd4d48c581e3f3d1f60abd95250f2edd55a68012820861c372,0.3212223271441905,0.5715767634854771,964,0.3580578399996739
t3_eda_usage_nuisance_only_f0_s2753_e2ef5294fd_20260902T093910Ze22559,0,e2ef5294fd3c269e24e249f3f9d7f11168437af6fc32f977d039e45568d4f65a,results/evidence/task3/clean_slate_eda/view_probes/runs/t3_eda_usage_nuisance_only_f0_s2753_e2ef5294fd_20260902T093910Ze22559/config.json,results/evidence/task3/clean_slate_eda/view_probes/runs/t3_eda_usage_nuisance_only_f0_s2753_e2ef5294fd_20260902T093910Ze22559/oof_predictions.csv,9daf925e916920d5d73d4729f51eb51145a3f1b7136c148d20333f70ee149a73,0.26315023568497353,0.5010309278350515,970,0.14144715200018254
t3_eda_usage_nuisance_only_f1_s2753_ff13b6e8eb_20260902T093910Zeae294,1,ff13b6e8eb00a6e58a7f03d596a7ad30f6ed26b9f6f5e576a91e185155acde52,results/evidence/task3/clean_slate_eda/view_probes/runs/t3_eda_usage_nuisance_only_f1_s2753_ff13b6e8eb_20260902T093910Zeae294/config.json,results/evidence/task3/clean_slate_eda/view_probes/runs/t3_eda_usage_nuisance_only_f1_s2753_ff13b6e8eb_20260902T093910Zeae294/oof_predictions.csv,a29cf8b1620bf027189029e47f10e3c425b3a1f637f6e8b850e379d25e9af8dc,0.26931026912565836,0.4811800610376399,983,0.1274993650004035
t3_eda_usage_nuisance_only_f2_s2753_2e4d4a0d68_20260902T093910Z28bf36,2,2e4d4a0d68194b516d3f7f76606d531d0cd065e4c333f00a726d91aa80910652,results/evidence/task3/clean_slate_eda/view_probes/runs/t3_eda_usage_nuisance_only_f2_s2753_2e4d4a0d68_20260902T093910Z28bf36/config.json,results/evidence/task3/clean_slate_eda/view_probes/runs/t3_eda_usage_nuisance_only_f2_s2753_2e4d4a0d68_20260902T093910Z28bf36/oof_predictions.csv,d43c9a9c6f415cb2ba5685454a3c70539d4db5e335d3dbe1924a7c91c84c11e1,0.2914069935905458,0.5265848670756647,978,0.12588062699978764
t3_eda_usage_nuisance_only_f3_s2753_4180e1693b_20260902T093910Ze81bd2,3,4180e1693b005504dbc714ec843efee45d8d64f29151222e9848ced22c182177,results/evidence/task3/clean_slate_eda/view_probes/runs/t3_eda_usage_nuisance_only_f3_s2753_4180e1693b_20260902T093910Ze81bd2/config.json,results/evidence/task3/clean_slate_eda/view_probes/runs/t3_eda_usage_nuisance_only_f3_s2753_4180e1693b_20260902T093910Ze81bd2/oof_predictions.csv,1ea34f5ff73350a1dd5ef12a9bc605e5476a44e41598a54b52b6542fb5060fa1,0.28270775003821424,0.5218718209562564,983,0.14781726799992612
t3_eda_usage_nuisance_only_f4_s2753_5a89dcfa6a_20260902T093910Z689f59,4,5a89dcfa6a605acc09c91f10b525dacf59889f14901d03cca30e1e020ae23fd5,results/evidence/task3/clean_slate_eda/view_probes/runs/t3_eda_usage_nuisance_only_f4_s2753_5a89dcfa6a_20260902T093910Z689f59/config.json,results/evidence/task3/clean_slate_eda/view_probes/runs/t3_eda_usage_nuisance_only_f4_s2753_5a89dcfa6a_20260902T093910Z689f59/oof_predictions.csv,e15eb9e0aef2ee8bc1116232dd97e4bd930b27098f6bbfc8f02a293a5c7cd837,0.2896567218614668,0.5269709543568465,964,0.14662425400001666
t3_eda_usage_full_rgb_hog_f0_s2753_9814cd949b_20260902T102132Zb0cb65,0,9814cd949b2c2e34694cef0acc3189058019b71863fb5768831fd03b776cfebe,results/evidence/task3/clean_slate_eda/view_probes/runs/t3_eda_usage_full_rgb_hog_f0_s2753_9814cd949b_20260902T102132Zb0cb65/config.json,results/evidence/task3/clean_slate_eda/view_probes/runs/t3_eda_usage_full_rgb_hog_f0_s2753_9814cd949b_20260902T102132Zb0cb65/oof_predictions.csv,b51d1182a089e72a42eb3dd8ba64491369263467afffc738562dd0475461ff0f,0.42374319496445606,0.7484536082474227,970,25.79061977799938
t3_eda_usage_full_rgb_hog_f1_s2753_140cccf6d6_20260902T102158Z914e32,1,140cccf6d6fac591669a11eae3c540e1dfd38a05a8b508f58a2b97e07622a146,results/evidence/task3/clean_slate_eda/view_probes/runs/t3_eda_usage_full_rgb_hog_f1_s2753_140cccf6d6_20260902T102158Z914e32/config.json,results/evidence/task3/clean_slate_eda/view_probes/runs/t3_eda_usage_full_rgb_hog_f1_s2753_140cccf6d6_20260902T102158Z914e32/oof_predictions.csv,a383356d938aa111fd0bc30f12c6dc7a55539f282fe3ee519eeeceeb183e51dd,0.39331078771501743,0.7395727365208545,983,31.348951612000747
t3_eda_usage_full_rgb_hog_f2_s2753_f14e891b37_20260902T102229Z8bfa1d,2,f14e891b37ac71101b0f54f22e237a168f68b4282e6db4479f31ea8ac6bc68d0,results/evidence/task3/clean_slate_eda/view_probes/runs/t3_eda_usage_full_rgb_hog_f2_s2753_f14e891b37_20260902T102229Z8bfa1d/config.json,results/evidence/task3/clean_slate_eda/view_probes/runs/t3_eda_usage_full_rgb_hog_f2_s2753_f14e891b37_20260902T102229Z8bfa1d/oof_predictions.csv,c82500112141f8aa83d747e5c1a3ef5c118872e92eb60827b1be6538ecfaf506,0.48021543843899067,0.7556237218813906,978,27.836262614999214
t3_eda_usage_full_rgb_hog_f3_s2753_e5b14ea5c4_20260902T102257Z356410,3,e5b14ea5c493a798dc39c2a99369626ccd9b7cfd00e0877c3bb7e6c0965c9348,results/evidence/task3/clean_slate_eda/view_probes/runs/t3_eda_usage_full_rgb_hog_f3_s2753_e5b14ea5c4_20260902T102257Z356410/config.json,results/evidence/task3/clean_slate_eda/view_probes/runs/t3_eda_usage_full_rgb_hog_f3_s2753_e5b14ea5c4_20260902T102257Z356410/oof_predictions.csv,ca4485a887eb49b6a86189af58a673cae215fa5ca9296a965b9a2b873a709051,0.4390266066246689,0.757884028484232,983,27.252674012999705
t3_eda_usage_full_rgb_hog_f4_s2753_2dceab3bc7_20260902T102324Z2bfc1f,4,2dceab3bc70f3437f040b22d9d98b144b39394f9d1a878ec09ac87dc914f1964,results/evidence/task3/clean_slate_eda/view_probes/runs/t3_eda_usage_full_rgb_hog_f4_s2753_2dceab3bc7_20260902T102324Z2bfc1f/config.json,results/evidence/task3/clean_slate_eda/view_probes/runs/t3_eda_usage_full_rgb_hog_f4_s2753_2dceab3bc7_20260902T102324Z2bfc1f/oof_predictions.csv,318c266777329fb8563074face9694ed8c8ce16ac86670cca63518333b4d13ee,0.5210540413028368,0.7562240663900415,964,22.743174814000668
t3_eda_usage_foreground_masked_hog_f0_s2753_9ac8334d46_20260902T102359Zdb19b1,0,9ac8334d46eb3b0567897120c2125db2305c4a537aea25f0ea70f4d10dcca6b1,results/evidence/task3/clean_slate_eda/view_probes/runs/t3_eda_usage_foreground_masked_hog_f0_s2753_9ac8334d46_20260902T102359Zdb19b1/config.json,results/evidence/task3/clean_slate_eda/view_probes/runs/t3_eda_usage_foreground_masked_hog_f0_s2753_9ac8334d46_20260902T102359Zdb19b1/oof_predictions.csv,7db4d5c80bba350c20d12e0b4f80d7a479c487361045a4a9ad858e58ffc67ab3,0.43765650185949245,0.743298969072165,970,29.345914061999792
t3_eda_usage_foreground_masked_hog_f1_s2753_c6a852b17b_20260902T102428Z9f9d72,1,c6a852b17b36aa8855042c93f31f46a97bbf8e64f6b00c2ceb148210710feb9c,results/evidence/task3/clean_slate_eda/view_probes/runs/t3_eda_usage_foreground_masked_hog_f1_s2753_c6a852b17b_20260902T102428Z9f9d72/config.json,results/evidence/task3/clean_slate_eda/view_probes/runs/t3_eda_usage_foreground_masked_hog_f1_s2753_c6a852b17b_20260902T102428Z9f9d72/oof_predictions.csv,61ae8e87b2c6cb3de24c6beddb59dede8b3c38a079ff98fbd9d57941db0b8883,0.4034833580089962,0.7416073245167853,983,30.10045347600135
t3_eda_usage_foreground_masked_hog_f2_s2753_8c74ab1910_20260902T102458Z2577e2,2,8c74ab19102cb0724a3da606117b0f5c1baa92aa8780aac267a6c7e68fe4981b,results/evidence/task3/clean_slate_eda/view_probes/runs/t3_eda_usage_foreground_masked_hog_f2_s2753_8c74ab1910_20260902T102458Z2577e2/config.json,results/evidence/task3/clean_slate_eda/view_probes/runs/t3_eda_usage_foreground_masked_hog_f2_s2753_8c74ab1910_20260902T102458Z2577e2/oof_predictions.csv,874200cefb60e6794bb7ccfdcffcb0e15bb1f6db16855c3271ad2bb3c97fb71c,0.5086327140542682,0.7658486707566462,978,31.275229656999727
